最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润
0.013565036551550287,0.25389646333631,0.021571701345134402,0.016949152542372878,0.016644250168123736,0.025945017559503545,0.0028019487944220033,0.038347331806227195,0.20618556701030927,0.003611769178172681,0.08069692801467215,0.12117968842906411,0.25821755038764654,0.041349090426238216,0.14438922312320163,0.614428532828965,0.011230687102614214,0.003611769178172681,0.0319491102395541,0.0031075602386449286,0.14434549393116256,0.06425887585307875,0.008454445097184156,0.006789739686949486,0.019981267561660944,0.26410564225690275,0.12160273565269103
0.004127804386186034,0.2536254804882706,0.021481997240530872,0.05084745762711865,0.006018829858776059,0.015650909602050476,0.00446378451583814,0.031008738440654958,0.19670103092783503,0.009544128418118815,0.0726639156350298,0.07266024497562137,0.2694516749717105,0.038135705749568455,0.12987182840701017,0.5215347203458525,0.006916086699693441,0.009544128418118815,0.002343235557336891,0.002430534644952626,0.19238042842897915,0.01782838739360479,0.006888000324645678,0.00903014310879744,0.009756478301592259,0.08943577430972388,0.11409455842997322
0.01925258381648601,0.25395721749797007,0.021874986651174905,0.06779661016949153,0.01101210490921318,0.025791275814886154,0.0011304512374162381,0.034716212776787984,0.21237113402061852,0.000995215292873245,0.07645116918844566,0.11047687002021646,0.2600412043320987,0.03777718762448547,0.1497515040544075,0.7472034585247229,0.004577331341100872,0.000995215292873245,0.0029852187198862305,0.002941078535277969,0.1357150225217481,0.027451882524346296,0.0032446176170896662,0.0023089328432535786,0.0137371214486419,0.18247298919567828,0.1167112696996729
0.0037024199647088477,0.2556670131904036,0.021789554170600117,0.0847457627118644,0.013870208473436448,0.0264875062869392,0.0036763449152834,0.03420717739882922,0.191340206185567,0.010446388378566896,0.07621274644658413,0.05410869306695208,0.2591529935983982,0.03590492630460763,0.11064608945854039,0.6376654958119427,0.02562612956843399,0.010446388378566896,0.009673787483190976,0.10821300896431885,0.2365643159233917,0.022697645886051686,0.031181880413032607,0.017684061905635033,0.06716917175861915,0.10264105642256902,0.11431757359500444
0.07552936728006049,0.2544827892139183,0.02250718700742835,0.016949152542372878,0.04480497646267653,0.025253179708725284,0.0033333497518515816,0.06312038686688724,0.2552577319587629,0.007514043507110632,0.10747363594681339,0.19847782138185283,0.2597622124973131,0.06161200371796574,0.25111169238817677,0.739475817346663,0.012037154467646135,0.007514043507110632,0.012779194409011038,0.001881145023841659,0.021008836777498888,0.03289625028755464,0.0015522978181864895,0.0021358544673168267,0.0087609384059587,0.1512605042016807,0.15462384775498064
0.0005829342072094781,0.2544933970834145,0.02159733108930684,0.033898305084745756,0.04043375924680565,0.030421098638507033,0.02333334942238299,0.053448714685670654,0.19010309278350512,0.03307807571980627,0.09692801467216872,0.044476156498989186,0.26164910992798646,0.037644403133713984,0.10711483128433165,0.5472574979735206,0.05961872900452943,0.03307807571980627,0.10256725811998145,0.009655840571078678,0.2181686896124884,0.023847864427574576,0.06705626292697184,0.07854995744339276,0.040408545559966105,0.07262905162064826,0.14213499851323222
0.009153642551046129,0.2562832339729557,0.021652862201680452,0.1016949152542373,0.06119704102219233,0.02486662903654441,0.060869580688090494,0.062356833799949093,0.19340206185567008,0.040220967073353577,0.1058230169646951,0.0869306695207516,0.25792134671800326,0.07528880626742797,0.13261836254250586,0.5276411780599837,0.1539754107132641,0.040220967073353577,0.360704208828774,0.0771364243358197,0.2505931300072208,0.12660072080361937,0.19831594319727197,0.12412726310673741,0.35306186164756254,0.13805522208883553,0.1375260184359203
0.0072315351651121755,0.2531143740489081,0.021435009376214738,0.0,0.005295897780766644,0.023032709654322667,0.001086972977262909,0.037753457198608634,0.2090721649484536,0.0020328142473885384,0.08005502063273727,0.10155785467951008,0.25922023983691184,0.04259726463949011,0.16126078995553228,0.768819238043772,0.005827355756900349,0.0020328142473885384,0.001254850149200918,0.05549380289811493,0.09366296461850565,0.015267234107813821,0.0029019578230968747,0.001337770844941804,0.014896748583916864,0.08103241296518607,0.1206066012488849
0.0027413662717418706,0.2535020434614057,0.02136239176772617,0.11864406779661016,0.007162071284465367,0.02405619041134702,0.0018550889066383906,0.03447017901077458,0.19546391752577316,0.0022959734025192286,0.07650618982118293,0.07396836722559164,0.2615026091940818,0.039264373921126014,0.12516348417473186,0.6184274520399891,0.008529021429757281,0.0022959734025192286,0.014794722942596173,0.019866718377585545,0.13788123646116288,0.03596349973161568,0.006132750166457484,0.004260872305206945,0.018442531555238395,0.1290516206482593,0.11595301813856673
0.0065383161078900924,0.2540459378610292,0.02177246767448516,0.11864406779661016,0.10314391392064559,0.02274938558209919,0.012608711917895135,0.09069313650632052,0.19711340206185565,0.04149916868398836,0.13745988078862909,0.06683315495302652,0.25938595378182033,0.07661665117514274,0.12464033481558982,0.6133477438530126,0.06131231047109646,0.04149916868398836,0.0477747416884448,0.08213087543682848,0.1644603376542998,0.07269381182424661,0.05230091261422101,0.03412650761962646,0.0966058605771375,0.09123649459783914,0.18391317276241448
