代码,名称,原总市值(亿),预测总市值(亿),市值差比率
600797,浙大网新,81.7,83.95,2.75%
600798,宁波海运,35.2,32.31,-8.21%
600800,天津磁卡,30.9,42.68,38.12%
600801,华新水泥,254.0,217.68,-14.30%
600802,福建水泥,29.2,11.63,-60.17%
600803,新奥股份,125.0,150.74,20.59%
600804,鹏博士,119.0,146.7,23.28%
600805,悦达投资,42.5,41.21,-3.04%
600807,*ST天业,32.6,19.07,-41.50%
600808,马钢股份,270.0,391.66,45.06%
600809,山西汾酒,306.0,325.51,6.38%
600810,神马股份,45.8,26.67,-41.77%
600811,东方集团,142.0,222.8,56.90%
600812,华北制药,67.5,84.25,24.81%
600814,杭州解百,37.8,28.47,-24.68%
600815,厦工股份,29.6,32.73,10.57%
600818,中路股份,35.7,45.73,28.10%
600819,耀皮玻璃,39.9,27.73,-30.50%
600820,隧道股份,212.0,284.94,34.41%
600821,津劝业,17.5,25.79,47.37%
600822,上海物贸,43.7,48.07,10.00%
600823,世茂股份,145.0,158.74,9.48%
600824,益民集团,37.6,34.84,-7.34%
600826,兰生股份,41.1,27.28,-33.63%
600827,百联股份,157.0,112.69,-28.22%
600828,茂业商业,82.6,37.3,-54.84%
600830,香溢融通,24.0,25.23,5.13%
600831,广电网络,48.5,60.0,23.71%
600833,第一医药,22.9,32.6,42.36%
600834,申通地铁,33.0,38.85,17.73%
600835,上海机电,162.0,106.84,-34.05%
600836,界龙实业,26.3,31.61,20.19%
600838,上海九百,25.3,21.92,-13.36%
600839,四川长虹,115.0,127.29,10.69%
600841,上柴股份,60.1,45.33,-24.58%
600843,上工申贝,39.2,37.05,-5.48%
600844,丹化科技,34.6,29.3,-15.32%
600845,宝信软件,204.0,188.27,-7.71%
600846,同济科技,48.4,57.59,18.99%
600847,万里股份,18.7,29.03,55.24%
600848,上海临港,229.0,214.04,-6.53%
600850,华东电脑,73.4,100.98,37.57%
600851,海欣股份,84.1,49.82,-40.76%
600853,龙建股份,23.8,34.38,44.45%
600854,春兰股份,20.7,1.19,-94.25%
600855,航天长峰,39.6,55.65,40.53%
600856,中天能源,54.1,88.33,63.27%
600857,宁波中百,19.3,36.28,87.98%
600858,银座股份,28.2,29.47,4.50%
600859,王府井,108.0,36.87,-65.86%
600860,京城股份,20.7,25.43,22.85%
600861,北京城乡,21.6,-14.87,-168.84%
600862,中航高科,94.9,69.84,-26.41%
600863,内蒙华电,139.0,121.84,-12.35%
600864,哈投股份,101.0,122.56,21.35%
600865,百大集团,21.6,8.63,-60.05%
600866,星湖科技,21.2,19.51,-7.97%
600867,通化东宝,262.0,254.81,-2.74%
600868,梅雁吉祥,56.8,54.21,-4.56%
600869,智慧能源,117.0,120.03,2.59%
600871,*ST油服,355.0,244.97,-30.99%
600872,中炬高新,231.0,262.74,13.74%
600873,梅花生物,131.0,147.06,12.26%
600874,创业环保,122.0,94.92,-22.20%
600875,东方电气,263.0,278.96,6.07%
600876,洛阳玻璃,65.1,49.3,-24.27%
600877,ST嘉陵,31.8,31.25,-1.73%
600879,航天电子,164.0,175.91,7.26%
600880,博瑞传播,43.0,32.14,-25.26%
600881,亚泰集团,112.0,162.08,44.71%
600882,广泽股份,30.9,39.85,28.96%
600883,博闻科技,15.9,10.32,-35.09%
600884,杉杉股份,150.0,114.01,-23.99%
600885,宏发股份,186.0,198.72,6.84%
600886,国投电力,523.0,472.35,-9.68%
600887,伊利股份,1429.0,1332.36,-6.76%
600888,新疆众和,38.6,44.75,15.93%
600889,南京化纤,17.8,10.15,-42.98%
600891,秋林集团,40.0,29.09,-27.27%
600892,大晟文化,49.0,45.17,-7.82%
600893,航发动力,511.0,547.5,7.14%
600894,广日股份,49.2,50.67,2.99%
600895,张江高科,241.0,267.04,10.80%
600896,*ST海投,35.1,27.27,-22.31%
600897,厦门空港,64.6,57.16,-11.52%
600898,国美通讯,20.4,49.71,143.68%
600900,长江电力,3386.0,2448.12,-27.70%
600903,贵州燃气,176.0,140.57,-20.13%
600917,重庆燃气,112.0,119.69,6.87%
600929,湖南盐业,82.6,37.57,-54.52%
600933,爱柯迪,68.3,38.2,-44.07%
600936,广西广电,65.8,61.76,-6.14%
600939,重庆建工,87.3,35.0,-59.91%
600959,江苏有线,170.0,241.26,41.92%
600960,渤海汽车,35.3,28.73,-18.61%
600961,株冶集团,41.8,49.56,18.56%
600962,国投中鲁,21.1,28.25,33.89%
600963,岳阳林纸,58.7,72.94,24.26%
600965,福成股份,82.5,90.82,10.08%
600966,博汇纸业,44.0,56.12,27.55%
600967,内蒙一机,187.0,147.49,-21.13%
600969,郴电国际,23.0,12.11,-47.35%
600970,中材国际,99.2,122.6,23.59%
600971,恒源煤电,58.0,44.93,-22.53%
600973,宝胜股份,52.6,46.37,-11.84%
600975,新五丰,23.9,23.84,-0.25%
600976,健民集团,22.5,24.12,7.20%
600977,中国电影,282.0,156.95,-44.34%
600978,宜华生活,64.4,82.67,28.37%
600979,广安爱众,40.1,45.17,12.64%
600980,北矿科技,16.0,27.46,71.62%
600981,汇鸿集团,89.2,55.17,-38.15%
600982,宁波热电,24.9,27.23,9.36%
600983,惠而浦,44.7,38.88,-13.02%
600984,建设机械,42.7,53.85,26.11%
600985,淮北矿业,195.0,116.88,-40.06%
600986,科达股份,59.8,81.18,35.75%
600987,航民股份,52.7,47.7,-9.49%
600988,赤峰黄金,58.6,57.03,-2.68%
600990,四创电子,57.7,108.02,87.21%
600992,贵绳股份,19.1,14.36,-24.82%
600993,马应龙,58.2,69.66,19.69%
600995,文山电力,32.7,33.65,2.91%
600996,贵广网络,72.6,53.69,-26.05%
600997,开滦股份,91.8,79.5,-13.40%
600998,九州通,273.0,290.42,6.38%
601000,唐山港,148.0,183.83,24.21%
601001,大同煤业,71.6,26.07,-63.59%
601002,晋亿实业,49.4,55.04,11.42%
601003,柳钢股份,174.0,233.83,34.39%
601005,重庆钢铁,181.0,333.67,84.35%
601006,大秦铁路,1213.0,1582.05,30.42%
601007,金陵饭店,24.9,29.15,17.07%
601010,文峰股份,54.9,49.6,-9.65%
601011,宝泰隆,91.7,109.97,19.92%
601012,隆基股份,559.0,571.95,2.32%
601015,陕西黑猫,67.2,75.05,11.68%
601016,节能风电,101.0,113.36,12.24%
601018,宁波港,458.0,506.29,10.54%
601019,山东出版,175.0,108.29,-38.12%
601020,华钰矿业,47.3,35.13,-25.73%
601021,春秋航空,287.0,297.28,3.58%
601028,玉龙股份,38.2,38.77,1.49%
601038,一拖股份,46.4,29.37,-36.70%
601058,赛轮轮胎,65.1,79.18,21.63%
601068,中铝国际,184.0,46.36,-74.80%
601069,西部黄金,88.9,106.06,19.30%
601086,国芳集团,36.0,11.28,-68.67%
601088,中国神华,3682.0,3876.52,5.28%
601098,中南传媒,228.0,256.57,12.53%
601100,恒立液压,181.0,206.5,14.09%
601101,昊华能源,73.9,69.3,-6.22%
601106,中国一重,193.0,228.35,18.32%
601107,四川成渝,112.0,56.23,-49.79%
601111,中国国航,1179.0,1090.56,-7.50%
601113,华鼎股份,86.7,89.24,2.93%
601116,三江购物,63.9,56.91,-10.94%
601117,中国化学,272.0,330.8,21.62%
601118,海南橡胶,193.0,151.78,-21.36%
601126,四方股份,48.8,49.44,1.31%
601127,小康股份,156.0,75.59,-51.54%
601137,博威合金,45.9,46.35,0.98%
601138,工业富联,2397.0,677.6,-71.73%
601139,深圳燃气,159.0,177.02,11.33%
601155,新城控股,559.0,593.12,6.10%
601158,重庆水务,276.0,313.03,13.42%
601163,三角轮胎,91.9,41.34,-55.02%
601168,西部矿业,144.0,172.06,19.49%
601177,杭齿前进,35.8,49.54,38.38%
601179,中国西电,198.0,253.85,28.21%
601186,中国铁建,1464.0,1753.15,19.75%
601188,龙江交通,41.8,51.06,22.15%
601199,江南水务,34.7,39.14,12.80%
601200,上海环境,95.9,103.44,7.86%
601208,东材科技,25.7,23.75,-7.59%
601212,白银有色,217.0,73.83,-65.98%
601216,君正集团,230.0,281.19,22.26%
601218,吉鑫科技,25.3,21.91,-13.40%
601222,林洋能源,86.9,125.32,44.21%
601225,陕西煤业,763.0,763.76,0.10%
601226,华电重工,46.2,52.72,14.11%
601228,广州港,251.0,89.32,-64.41%
601231,环旭电子,190.0,197.33,3.86%
601233,桐昆股份,188.0,244.3,29.95%
601238,广汽集团,1086.0,1161.88,6.99%
601258,庞大集团,101.0,97.62,-3.35%
601311,骆驼股份,73.7,83.55,13.36%
601326,秦港股份,177.0,118.26,-33.19%
601330,绿色动力,148.0,69.25,-53.21%
601333,广深铁路,239.0,276.94,15.87%
601339,百隆东方,75.0,91.03,21.37%
601360,三六零,1403.0,278.36,-80.16%
601366,利群股份,57.6,36.33,-36.93%
601368,绿城水务,44.2,55.47,25.50%
601369,陕鼓动力,101.0,110.17,9.08%
601388,怡球资源,44.8,42.25,-5.69%
601390,中国中铁,1613.0,1956.11,21.27%
601500,通用股份,48.8,24.72,-49.34%
601518,吉林高速,37.7,43.16,14.48%
601519,大智慧,70.0,69.85,-0.21%
601558,ST锐电,70.0,79.43,13.47%
601566,九牧王,74.6,65.93,-11.62%
601567,三星医疗,84.7,106.29,25.49%
601579,会稽山,47.0,43.58,-7.28%
601588,北辰实业,98.3,105.75,7.58%
601595,上海电影,48.3,35.67,-26.15%
601599,鹿港文化,29.2,35.64,22.05%
601600,中国铝业,537.0,548.98,2.23%
601606,长城军工,107.0,59.29,-44.59%
601607,上海医药,464.0,474.36,2.23%
601608,中信重工,121.0,115.83,-4.27%
601611,中国核建,184.0,111.65,-39.32%
601616,广电电气,39.2,28.39,-27.58%
601618,中国中冶,632.0,798.73,26.38%
601619,嘉泽新能,103.0,54.7,-46.89%
601633,长城汽车,564.0,484.48,-14.10%
601636,旗滨集团,105.0,125.14,19.18%
601666,平煤股份,86.2,88.31,2.45%
601668,中国建筑,2389.0,2498.56,4.59%
601669,中国电建,763.0,766.91,0.51%
601677,明泰铝业,54.9,43.16,-21.38%
601678,滨化股份,68.7,75.36,9.69%
601689,拓普集团,110.0,71.14,-35.33%
601699,潞安环能,204.0,213.13,4.48%
601700,风范股份,81.9,84.91,3.68%
601717,郑煤机,98.6,100.95,2.38%
601718,际华集团,159.0,198.3,24.72%
601727,上海电气,757.0,594.27,-21.50%
601766,中国中车,2594.0,2249.09,-13.30%
601777,力帆股份,55.4,92.3,66.61%
601789,宁波建工,32.2,37.11,15.25%
601798,*ST蓝科,17.7,22.67,28.08%
601799,星宇股份,137.0,190.07,38.74%
601800,中国交建,1805.0,1762.81,-2.34%
601801,皖新传媒,141.0,176.83,25.41%
601808,中海油服,406.0,291.65,-28.17%
601811,新华文轩,122.0,54.98,-54.93%
601828,美凯龙,386.0,331.23,-14.19%
601857,中国石油,13500.0,13410.38,-0.66%
601858,中国科传,72.7,42.58,-41.43%
601866,中远海发,282.0,247.99,-12.06%
601869,长飞光纤,316.0,157.89,-50.03%
601872,招商轮船,238.0,258.54,8.63%
601877,正泰电器,510.0,524.13,2.77%
601880,大连港,254.0,169.91,-33.11%
601882,海天精工,38.9,29.43,-24.34%
601886,江河集团,84.7,98.41,16.19%
601888,中国国旅,1185.0,1109.14,-6.40%
601890,亚星锚链,38.6,41.86,8.45%
601898,中煤能源,635.0,694.16,9.32%
601899,紫金矿业,702.0,605.71,-13.72%
601900,南方传媒,78.1,52.69,-32.54%
601908,京运通,67.4,97.25,44.29%
601918,新集能源,76.9,87.97,14.40%
601919,中远海控,469.0,412.6,-12.03%
601928,凤凰传媒,188.0,219.37,16.69%
601929,吉视传媒,68.8,79.99,16.26%
601933,永辉超市,779.0,619.47,-20.48%
601949,中国出版,85.5,49.24,-42.41%
601952,苏垦农发,91.5,54.94,-39.96%
601958,金钼股份,200.0,215.0,7.50%
601965,中国汽研,75.2,83.52,11.06%
601966,玲珑轮胎,171.0,113.02,-33.91%
601968,宝钢包装,34.8,36.8,5.75%
601969,海南矿业,87.4,83.67,-4.27%
601985,中国核电,837.0,851.56,1.74%
601989,中国重工,1025.0,1148.63,12.06%
601991,大唐发电,592.0,343.03,-42.06%
601992,金隅集团,378.0,370.02,-2.11%
601996,丰林集团,34.7,32.18,-7.26%
601999,出版传媒,30.0,35.38,17.93%
603000,人民网,89.2,91.52,2.60%
603002,宏昌电子,22.9,24.96,9.00%
603003,龙宇燃油,31.3,24.24,-22.56%
603005,晶方科技,38.4,43.17,12.42%
603006,联明股份,18.4,21.21,15.27%
603007,花王股份,27.8,30.15,8.45%
603008,喜临门,38.2,37.22,-2.57%
603009,北特科技,22.1,24.92,12.76%
603010,万盛股份,35.9,44.6,24.23%
603011,合锻智能,21.6,22.81,5.60%
603012,创力集团,51.6,55.5,7.56%
603013,亚普股份,93.6,56.04,-40.13%
603015,弘讯科技,26.0,31.79,22.27%
603017,中衡设计,33.0,40.94,24.06%
603018,中设集团,56.2,78.93,40.44%
603019,中科曙光,233.0,291.63,25.16%
603020,爱普股份,23.9,15.68,-34.39%
603021,山东华鹏,19.0,22.1,16.32%
603022,新通联,14.4,18.42,27.92%
603023,威帝股份,18.4,28.24,53.48%
603025,大豪科技,101.0,104.0,2.97%
603026,石大胜华,40.3,47.2,17.12%
603027,千禾味业,49.8,50.04,0.48%
603028,赛福天,16.3,18.06,10.80%
603029,天鹅股份,13.0,22.63,74.08%
603030,全筑股份,28.9,32.47,12.35%
603031,安德利,13.6,27.49,102.13%
603032,德新交运,42.5,92.19,116.92%
603033,三维股份,27.1,32.18,18.75%
603035,常熟汽饰,34.3,17.62,-48.63%
603036,如通股份,23.7,17.04,-28.10%
603038,华立股份,16.2,10.15,-37.35%
603039,泛微网络,73.3,241.07,228.88%
603040,新坐标,21.0,40.55,93.10%
603041,美思德,14.7,15.17,3.20%
603042,华脉科技,21.6,46.36,114.63%
603043,广州酒家,111.0,97.77,-11.92%
603045,福达合金,29.8,65.18,118.72%
603050,科林电气,21.8,26.88,23.30%
603055,台华新材,58.8,34.45,-41.41%
603056,德邦股份,148.0,62.21,-57.97%
603058,永吉股份,41.9,39.15,-6.56%
603059,倍加洁,25.0,37.68,50.72%
603060,国检集团,43.3,47.42,9.52%
603063,禾望电气,29.4,20.91,-28.88%
603066,音飞储存,22.0,20.78,-5.55%
603067,振华股份,25.3,16.76,-33.75%
603069,海汽集团,21.5,20.25,-5.81%
603076,乐惠国际,18.1,9.93,-45.14%
603077,和邦生物,148.0,144.57,-2.32%
603078,江化微,22.2,51.28,130.99%
603079,圣达生物,18.9,21.47,13.60%
603080,新疆火炬,29.1,40.49,39.14%
603081,大丰实业,48.2,30.9,-35.89%
603083,剑桥科技,32.1,49.75,54.98%
603085,天成自控,24.1,24.14,0.17%
603086,先达股份,25.3,3.47,-86.28%
603088,宁波精达,13.4,23.19,73.06%
603089,正裕工业,18.5,23.72,28.22%
603090,宏盛股份,13.7,25.99,89.71%
603096,新经典,86.3,159.96,85.35%
603098,森特股份,65.7,43.34,-34.03%
603099,长白山,24.3,31.61,30.08%
603100,川仪股份,32.7,29.5,-9.79%
603101,汇嘉时代,38.4,42.09,9.61%
603103,横店影视,101.0,65.86,-34.79%
603105,芯能科技,72.6,51.13,-29.57%
603106,恒银金融,33.6,25.08,-25.36%
603108,润达医疗,41.2,38.47,-6.63%
603110,东方材料,16.0,20.31,26.94%
603111,康尼机电,43.7,67.44,54.32%
603113,金能科技,75.0,47.83,-36.23%
603116,红蜻蜓,42.6,45.28,6.29%
603117,万林物流,25.0,31.54,26.16%
603118,共进股份,57.2,65.47,14.46%
603123,翠微股份,30.6,25.36,-17.12%
603126,中材节能,35.8,38.85,8.52%
603127,昭衍新药,54.7,157.07,187.15%
603128,华贸物流,55.6,59.41,6.85%
603129,春风动力,22.9,24.93,8.86%
603131,上海沪工,32.5,47.36,45.72%
603133,碳元科技,33.1,41.75,26.13%
603136,天目湖,24.2,38.04,57.19%
603138,海量数据,28.9,55.8,93.08%
603139,康惠制药,15.8,12.61,-20.19%
603156,养元饮品,319.0,139.68,-56.21%
603157,拉夏贝尔,48.0,24.9,-48.12%
603158,腾龙股份,32.4,57.05,76.08%
603159,上海亚虹,18.3,39.76,117.27%
603160,汇顶科技,340.0,370.66,9.02%
603161,科华控股,20.6,11.24,-45.44%
603165,荣晟环保,28.0,22.5,-19.64%
603166,福达股份,33.2,40.99,23.46%
603167,渤海轮渡,43.2,37.96,-12.13%
603169,兰石重装,53.8,54.19,0.72%
603177,德创环保,19.3,25.92,34.30%
603178,圣龙股份,20.6,28.45,38.11%
603179,新泉股份,38.3,39.75,3.79%
603180,金牌厨柜,38.5,111.67,190.05%
603181,皇马科技,31.9,27.19,-14.76%
603183,建研院,21.8,48.26,121.38%
603186,华正新材,21.4,43.12,101.50%
603188,亚邦股份,43.8,49.53,13.08%
603189,网达软件,25.6,28.45,11.13%
603192,汇得科技,32.1,41.04,27.85%
603196,日播时尚,26.0,27.08,4.15%
603197,保隆科技,34.5,46.52,34.84%
603198,迎驾贡酒,114.0,126.49,10.96%
603199,九华旅游,21.1,26.16,23.98%
603203,快克股份,33.5,45.37,35.43%
603208,江山欧派,21.8,9.89,-54.63%
603218,日月股份,72.1,51.37,-28.75%
603222,济民制药,44.7,76.25,70.58%
603223,恒通股份,21.6,25.33,17.27%
603225,新凤鸣,164.0,78.49,-52.14%
603226,菲林格尔,19.3,21.6,11.92%
603227,雪峰科技,28.9,29.82,3.18%
603228,景旺电子,200.0,155.78,-22.11%
603229,奥翔药业,18.7,28.77,53.85%
603232,格尔软件,20.9,56.38,169.76%
603233,大参林,156.0,124.27,-20.34%
603238,诺邦股份,24.3,38.53,58.56%
603239,浙江仙通,29.0,26.56,-8.41%
603258,电魂网络,39.6,33.47,-15.48%
603259,药明康德,759.0,343.33,-54.77%
603260,合盛硅业,290.0,217.76,-24.91%
603266,天龙股份,20.0,19.45,-2.75%
603268,松发股份,21.6,53.87,149.40%
603269,海鸥股份,13.7,25.94,89.34%
603277,银都股份,36.2,23.67,-34.61%
603278,大业股份,31.4,19.11,-39.14%
603283,赛腾股份,28.3,39.57,39.82%
603286,日盈电子,13.1,32.37,147.10%
603288,海天味业,1821.0,1674.26,-8.06%
603289,泰瑞机器,22.0,18.06,-17.91%
603297,永新光学,37.1,72.48,95.36%
603298,杭叉集团,76.2,39.7,-47.90%
603299,井神股份,30.0,22.49,-25.03%
603300,华铁科技,25.5,36.31,42.39%
603301,振德医疗,32.9,52.93,60.88%
603303,得邦照明,51.0,24.34,-52.27%
603305,旭升股份,122.0,106.51,-12.70%
603306,华懋科技,44.5,50.31,13.06%
603308,应流股份,37.9,35.02,-7.60%
603309,维力医疗,20.5,30.59,49.22%
603311,金海环境,23.4,33.59,43.55%
603313,梦百合,52.9,52.64,-0.49%
603315,福鞍股份,25.4,40.92,61.10%
603316,诚邦股份,16.1,13.26,-17.64%
603318,派思股份,50.4,77.31,53.39%
603319,湘油泵,17.1,27.74,62.22%
603320,迪贝电气,18.1,34.87,92.65%
603321,梅轮电梯,21.2,19.77,-6.75%
603322,超讯通信,36.9,104.78,183.96%
603326,我乐家居,28.0,32.05,14.46%
603328,依顿电子,102.0,106.81,4.72%
603330,上海天洋,15.1,20.65,36.75%
603331,百达精工,19.5,23.06,18.26%
603333,尚纬股份,27.5,30.15,9.64%
603335,迪生力,20.3,24.41,20.25%
603336,宏辉果蔬,28.6,40.74,42.45%
603337,杰克股份,110.0,101.4,-7.82%
603338,浙江鼎力,145.0,248.24,71.20%
603339,四方科技,33.3,29.4,-11.71%
603345,安井食品,79.8,118.64,48.67%
603348,文灿股份,51.9,51.73,-0.33%
603355,莱克电气,91.6,118.03,28.85%
603356,华菱精工,20.7,30.17,45.75%
603357,设计总院,65.0,61.29,-5.71%
603358,华达科技,35.7,19.68,-44.87%
603360,百傲化学,24.6,24.57,-0.12%
603363,傲农生物,35.7,40.25,12.75%
603365,水星家纺,41.9,23.85,-43.08%
603366,日出东方,35.0,39.32,12.34%
603367,辰欣药业,65.7,51.1,-22.22%
603368,柳药股份,65.5,49.69,-24.14%
603369,今世缘,191.0,201.9,5.71%
603377,东方时尚,79.3,47.12,-40.58%
603378,亚士创能,26.0,27.19,4.58%
603380,易德龙,24.7,26.74,8.26%
603385,惠达卫浴,31.2,13.74,-55.96%
603386,广东骏亚,33.2,46.93,41.36%
603387,基蛋生物,50.7,69.49,37.06%
603388,元成股份,20.9,25.55,22.25%
603389,亚振家居,22.2,26.82,20.81%
603393,新天然气,50.4,36.34,-27.90%
603396,金辰股份,20.2,24.41,20.84%
603398,邦宝益智,25.3,29.15,15.22%
603399,吉翔股份,53.6,48.97,-8.64%
603416,信捷电气,31.3,37.44,19.62%
603421,鼎信通讯,101.0,69.95,-30.74%
603429,集友股份,42.5,76.88,80.89%
603444,吉比特,114.0,299.28,162.53%
603456,九洲药业,53.9,58.5,8.53%
603458,勘设股份,39.4,26.56,-32.59%
603477,振静股份,18.6,16.12,-13.33%
603486,科沃斯,196.0,160.29,-18.22%
603496,恒为科技,36.4,71.41,96.18%
603499,翔港科技,20.5,42.37,106.68%
603500,祥和实业,22.3,20.69,-7.22%
603501,韦尔股份,136.0,145.26,6.81%
603505,金石资源,30.4,40.1,31.91%
603507,振江股份,29.1,32.62,12.10%
603508,思维列控,70.9,86.91,22.58%
603515,欧普照明,209.0,111.99,-46.42%
603516,淳中科技,32.5,53.01,63.11%
603517,绝味食品,138.0,122.1,-11.52%
603518,维格娜丝,26.8,9.24,-65.52%
603519,立霸股份,21.1,30.13,42.80%
603520,司太立,30.4,54.31,78.65%
603527,众源新材,19.1,13.35,-30.10%
603528,多伦科技,39.8,25.04,-37.09%
603535,嘉诚国际,29.1,20.93,-28.08%
603536,惠发股份,14.7,19.7,34.01%
603538,美诺华,27.0,45.95,70.19%
603555,贵人鸟,38.8,44.99,15.95%
603556,海兴电力,72.7,44.58,-38.68%
603557,起步股份,35.6,26.55,-25.42%
603558,健盛集团,44.9,37.32,-16.88%
603559,中通国脉,34.6,64.69,86.97%
603566,普莱柯,40.6,49.6,22.17%
603567,珍宝岛,102.0,115.69,13.42%
603568,伟明环保,156.0,185.98,19.22%
603569,长久物流,63.8,33.14,-48.06%
603577,汇金通,19.1,21.01,10.00%
603578,三星新材,16.7,24.35,45.81%
603579,荣泰健康,39.6,35.7,-9.85%
603580,艾艾精工,15.0,31.69,111.27%
603583,捷昌驱动,50.5,59.97,18.75%
603585,苏利股份,37.5,10.84,-71.09%
603586,金麒麟,28.4,15.89,-44.05%
603587,地素时尚,94.2,45.69,-51.50%
603588,高能环境,53.5,60.06,12.26%
603589,口子窖,228.0,264.19,15.87%
603590,康辰药业,50.4,46.79,-7.16%
603595,东尼电子,46.6,93.21,100.02%
603596,伯特利,84.6,61.07,-27.81%
603598,引力传媒,25.1,52.59,109.52%
603599,广信股份,51.4,31.58,-38.56%
603600,永艺股份,23.3,25.03,7.42%
603601,再升科技,42.2,51.35,21.68%
603603,博天环境,68.1,79.53,16.78%
603605,珀莱雅,93.6,136.6,45.94%
603606,东方电缆,47.7,52.37,9.79%
603607,京华激光,23.7,34.29,44.68%
603608,天创时尚,46.2,31.73,-31.32%
603609,禾丰牧业,65.2,67.58,3.65%
603611,诺力股份,33.1,43.11,30.24%
603612,索通发展,40.6,34.62,-14.73%
603615,茶花股份,21.6,5.64,-73.89%
603616,韩建河山,32.7,53.27,62.91%
603617,君禾股份,17.2,34.12,98.37%
603618,杭电股份,39.5,47.41,20.03%
603619,中曼石油,64.0,45.07,-29.58%
603626,科森科技,32.7,23.98,-26.67%
603628,清源股份,24.6,26.96,9.59%
603630,拉芳家化,31.4,15.66,-50.13%
603633,徕木股份,16.3,22.03,35.15%
603636,南威软件,54.8,67.78,23.69%
603637,镇海股份,24.8,28.28,14.03%
603638,艾迪精密,63.3,73.28,15.77%
603639,海利尔,45.0,30.47,-32.29%
603648,畅联股份,39.9,38.16,-4.36%
603650,彤程新材,120.0,68.99,-42.51%
603655,朗博科技,16.0,29.71,85.69%
603656,泰禾光电,22.4,27.79,24.06%
603657,春光科技,29.0,45.79,57.90%
603658,安图生物,197.0,185.88,-5.64%
603659,璞泰来,198.0,200.76,1.39%
603660,苏州科达,68.2,89.32,30.97%
603661,恒林股份,30.8,-19.84,-164.42%
603663,三祥新材,26.3,48.46,84.26%
603665,康隆达,27.7,37.39,34.98%
603666,亿嘉和,46.2,100.2,116.88%
603667,五洲新春,22.1,17.98,-18.64%
603668,天马科技,22.8,24.17,6.01%
603669,灵康药业,37.7,43.98,16.66%
603676,卫信康,47.2,37.19,-21.21%
603677,奇精机械,27.1,32.86,21.25%
603678,火炬电子,77.6,93.39,20.35%
603680,今创集团,99.7,53.42,-46.42%
603683,晶华新材,18.4,27.83,51.25%
603685,晨丰科技,19.4,13.01,-32.94%
603686,龙马环卫,32.7,26.45,-19.11%
603688,石英股份,40.5,50.81,25.46%
603689,皖天然气,36.8,27.38,-25.60%
603690,至纯科技,33.6,59.62,77.44%
603693,江苏新能,92.2,55.49,-39.82%
603698,航天工程,62.5,75.21,20.34%
603699,纽威股份,86.5,99.88,15.47%
603701,德宏股份,17.0,20.73,21.94%
603703,盛洋科技,21.5,34.38,59.91%
603706,东方环宇,45.7,66.88,46.35%
603707,健友股份,99.8,90.61,-9.21%
603708,家家悦,97.0,74.26,-23.44%
603711,香飘飘,79.4,58.89,-25.83%
603712,七一二,148.0,79.68,-46.16%
603713,密尔克卫,50.1,73.01,45.73%
603716,塞力斯,35.5,39.07,10.06%
603717,天域生态,23.4,19.23,-17.82%
603718,海利生物,81.6,101.16,23.97%
603721,中广天择,15.0,28.54,90.27%
603722,阿科力,19.1,45.81,139.84%
603725,天安新材,16.3,15.22,-6.63%
603726,朗迪集团,24.4,35.16,44.10%
603727,博迈科,30.0,15.44,-48.53%
603728,鸣志电器,53.8,49.26,-8.44%
603729,龙韵股份,14.6,32.99,125.96%
603730,岱美股份,85.0,55.2,-35.06%
603733,仙鹤股份,100.0,54.42,-45.58%
603737,三棵树,50.7,101.66,100.51%
603738,泰晶科技,21.1,30.43,44.22%
603757,大元泵业,23.2,17.2,-25.86%
603766,隆鑫通用,86.2,93.98,9.03%
603767,中马传动,21.0,10.34,-50.76%
603768,常青股份,23.7,13.71,-42.15%
603773,沃格光电,42.9,40.11,-6.50%
603776,永安行,26.6,19.86,-25.34%
603777,来伊份,35.2,23.93,-32.02%
603779,威龙股份,30.1,31.68,5.25%
603787,新日股份,20.9,18.54,-11.29%
603788,宁波高发,32.2,23.97,-25.56%
603789,星光农机,32.9,50.51,53.53%
603790,雅运股份,32.3,38.19,18.24%
603797,联泰环保,26.3,29.12,10.72%
603798,康普顿,21.2,18.12,-14.53%
603799,华友钴业,245.0,289.3,18.08%
603800,道森股份,24.7,20.55,-16.80%
603801,志邦家居,38.0,24.24,-36.21%
603803,瑞斯康达,45.5,35.29,-22.44%
603806,福斯特,147.0,176.61,20.14%
603808,歌力思,52.7,61.28,16.28%
603809,豪能股份,22.8,15.33,-32.76%
603810,丰山集团,30.9,44.21,43.07%
603811,诚意药业,19.0,26.38,38.84%
603813,原尚股份,16.6,29.38,76.99%
603816,顾家家居,195.0,137.12,-29.68%
603817,海峡环保,28.4,19.35,-31.87%
603818,曲美家居,34.1,49.81,46.07%
603819,神力股份,19.0,27.76,46.11%
603822,嘉澳环保,17.1,34.49,101.70%
603823,百合花,38.3,31.94,-16.61%
603825,华扬联众,30.8,44.26,43.70%
603826,坤彩科技,68.9,58.39,-15.25%
603828,柯利达,34.5,49.52,43.54%
603829,洛凯股份,16.5,18.72,13.45%
603833,欧派家居,351.0,276.31,-21.28%
603838,四通股份,25.0,35.76,43.04%
603839,安正时尚,42.0,19.99,-52.40%
603843,正平股份,33.8,34.41,1.80%
603856,东宏股份,32.4,19.26,-40.56%
603858,步长制药,225.0,182.32,-18.97%
603859,能科股份,22.8,44.29,94.25%
