代码,名称,原总市值(亿),预测总市值(亿),市值差比率
2145,中核钛白,55.5,59.47,7.15%
2146,荣盛发展,357.0,372.02,4.21%
2147,ST新光,55.9,51.09,-8.60%
2148,北纬科技,39.7,42.05,5.92%
2149,西部材料,25.7,24.94,-2.96%
2150,通润装备,18.3,10.97,-40.05%
2151,北斗星通,115.0,103.23,-10.23%
2152,广电运通,139.0,130.05,-6.44%
2153,石基信息,279.0,189.87,-31.95%
2154,报 喜 鸟,39.8,39.96,0.40%
2155,湖南黄金,96.0,96.0,0.00%
2156,通富微电,88.0,91.96,4.50%
2157,正邦科技,140.0,137.46,-1.81%
2158,汉钟精机,41.2,49.28,19.61%
2159,三特索道,25.1,30.49,21.47%
2160,常铝股份,26.0,24.91,-4.19%
2161,远 望 谷,42.9,47.78,11.38%
2162,悦心健康,26.7,29.09,8.95%
2163,中航三鑫,39.5,53.32,34.99%
2164,宁波东力,21.3,-1.76,-108.26%
2165,红 宝 丽,22.8,26.26,15.18%
2166,莱茵生物,28.3,37.18,31.38%
2167,东方锆业,36.9,47.94,29.92%
2168,深圳惠程,83.1,97.67,17.53%
2169,智光电气,32.3,34.7,7.43%
2170,芭田股份,27.6,22.67,-17.86%
2171,楚江新材,55.2,58.99,6.87%
2172,澳洋健康,30.7,35.8,16.61%
2173,创新医疗,34.2,16.14,-52.81%
2174,游族网络,176.0,176.9,0.51%
2175,东方网络,26.3,28.17,7.11%
2176,江特电机,90.4,111.71,23.57%
2177,御银股份,26.1,21.36,-18.16%
2178,延华智能,28.3,26.64,-5.87%
2179,中航光电,292.0,322.88,10.58%
2180,纳思达,264.0,280.75,6.34%
2181,粤 传 媒,52.4,52.13,-0.52%
2182,云海金属,41.9,39.88,-4.82%
2183,怡 亚 通,107.0,116.64,9.01%
2184,海得控制,25.7,33.2,29.18%
2185,华天科技,94.0,97.26,3.47%
2186,全 聚 德,36.1,41.09,13.82%
2187,广百股份,28.4,10.9,-61.62%
2188,*ST巴士,10.8,57.15,429.17%
2189,利达光电,25.7,46.6,81.32%
2190,成飞集成,59.5,98.77,66.00%
2191,劲嘉股份,122.0,118.31,-3.02%
2192,融捷股份,49.1,84.15,71.38%
2193,如意集团,23.6,6.4,-72.88%
2194,*ST凡谷,38.2,35.11,-8.09%
2195,二三四五,170.0,195.34,14.91%
2196,方正电机,24.8,19.64,-20.81%
2197,证通电子,36.8,38.64,5.00%
2198,嘉应制药,25.8,31.61,22.52%
2199,东晶电子,22.1,31.31,41.67%
2200,云投生态,11.2,31.95,185.27%
2201,九鼎新材,21.9,26.43,20.68%
2202,金风科技,375.0,425.88,13.57%
2203,海亮股份,148.0,142.0,-4.05%
2204,大连重工,59.5,63.24,6.29%
2205,国统股份,15.5,22.66,46.19%
2206,海 利 得,48.9,45.52,-6.91%
2208,合肥城建,31.8,33.39,5.00%
2209,达 意 隆,13.7,23.67,72.77%
2210,飞马国际,63.6,60.81,-4.39%
2211,宏达新材,21.8,21.45,-1.61%
2212,南洋股份,147.0,134.04,-8.82%
2214,大立科技,27.7,31.2,12.64%
2215,诺 普 信,62.2,60.21,-3.20%
2216,三全食品,56.5,52.53,-7.03%
2217,合力泰,179.0,205.05,14.55%
2218,拓日新能,37.7,43.43,15.20%
2219,恒康医疗,67.3,58.64,-12.87%
2220,天宝食品,21.8,17.1,-21.56%
2221,东华能源,136.0,143.46,5.49%
2222,福晶科技,44.0,55.0,25.00%
2223,鱼跃医疗,198.0,195.84,-1.09%
2224,三 力 士,38.2,31.44,-17.70%
2225,濮耐股份,40.7,39.48,-3.00%
2226,江南化工,64.9,66.75,2.85%
2227,奥 特 迅,25.0,42.47,69.88%
2228,合兴包装,52.7,37.98,-27.93%
2229,鸿博股份,41.0,45.39,10.71%
2230,科大讯飞,606.0,527.75,-12.91%
2231,奥维通信,26.8,35.12,31.04%
2232,启明信息,30.9,36.6,18.45%
2233,塔牌集团,123.0,133.1,8.21%
2234,民和股份,35.9,35.3,-1.67%
2235,安妮股份,34.3,28.17,-17.87%
2236,大华股份,366.0,269.52,-26.36%
2237,恒邦股份,81.0,81.49,0.60%
2238,天威视讯,43.0,48.91,13.74%
2239,奥特佳,68.9,82.8,20.17%
2240,威华股份,42.2,42.49,0.69%
2241,歌尔股份,230.0,218.79,-4.87%
2242,九阳股份,123.0,138.14,12.31%
2243,通产丽星,68.1,94.74,39.12%
2244,滨江集团,119.0,72.22,-39.31%
2245,澳洋顺昌,41.1,39.41,-4.11%
2246,北化股份,39.1,36.46,-6.75%
2247,聚力文化,40.8,43.22,5.93%
2248,华东数控,27.6,46.99,70.25%
2249,大洋电机,95.8,91.34,-4.66%
2250,联化科技,84.3,90.83,7.75%
2251,步 步 高,66.0,44.78,-32.15%
2252,上海莱士,364.0,295.32,-18.87%
2253,川大智胜,33.4,39.63,18.65%
2254,泰和新材,65.8,74.12,12.64%
2255,海陆重工,35.4,32.77,-7.43%
2256,兆新股份,55.7,43.1,-22.62%
2258,利尔化学,68.1,75.53,10.91%
2259,ST升达,17.3,19.47,12.54%
2260,*ST德奥,8.14,31.68,289.19%
2261,拓维信息,55.5,56.5,1.80%
2262,恩华药业,88.3,91.58,3.71%
2263,*ST东南,32.3,27.46,-14.98%
2264,新 华 都,41.9,42.09,0.45%
2265,西仪股份,29.3,38.54,31.54%
2266,浙富控股,83.3,76.43,-8.25%
2267,陕天然气,84.4,88.92,5.36%
2268,卫 士 通,172.0,190.66,10.85%
2270,华明装备,36.2,45.16,24.75%
2271,东方雨虹,206.0,185.57,-9.92%
2272,川润股份,21.9,20.38,-6.94%
2273,水晶光电,84.7,92.7,9.45%
2274,华昌化工,39.5,42.83,8.43%
2275,桂林三金,76.3,79.24,3.85%
2276,万马股份,58.4,63.2,8.22%
2277,友阿股份,48.7,55.69,14.35%
2278,神开股份,25.1,31.76,26.53%
2279,久其软件,53.9,56.48,4.79%
2280,联络互动,89.5,90.24,0.83%
2281,光迅科技,175.0,215.31,23.03%
2282,博深工具,39.4,29.39,-25.41%
2283,天润曲轴,39.6,46.0,16.16%
2284,亚太股份,36.4,41.25,13.32%
2285,世联行,98.5,105.51,7.12%
2286,保龄宝,21.8,20.19,-7.39%
2287,奇正藏药,101.0,140.41,39.02%
2288,超华科技,44.5,44.3,-0.45%
2289,宇顺电子,16.0,8.48,-47.00%
2290,中科新材,19.7,15.64,-20.61%
2291,星期六,18.9,21.1,11.64%
2292,奥飞娱乐,80.9,68.79,-14.97%
2293,罗莱生活,66.6,62.31,-6.44%
2294,信立泰,210.0,232.33,10.63%
2295,精艺股份,19.5,20.31,4.15%
2296,辉煌科技,21.1,19.72,-6.54%
2297,博云新材,32.3,32.29,-0.03%
2298,中电兴发,45.6,44.92,-1.49%
2299,圣农发展,217.0,231.43,6.65%
2300,太阳电缆,38.3,43.1,12.53%
2301,齐心集团,52.7,63.76,20.99%
2302,西部建设,121.0,109.96,-9.12%
2303,美盈森,70.7,75.66,7.02%
2304,洋河股份,1417.0,1281.04,-9.59%
2305,南国置业,48.9,55.64,13.78%
2307,北新路桥,52.5,73.17,39.37%
2308,威创股份,43.8,47.66,8.81%
2309,中利集团,74.5,61.83,-17.01%
2310,东方园林,188.0,156.71,-16.64%
2311,海大集团,356.0,365.03,2.54%
2312,三泰控股,46.9,38.04,-18.89%
2313,日海智能,72.4,108.73,50.18%
2314,南山控股,82.0,51.77,-36.87%
2315,焦点科技,29.5,10.79,-63.42%
2316,亚联发展,30.9,29.73,-3.79%
2317,众生药业,69.0,77.58,12.43%
2318,久立特材,56.6,65.36,15.48%
2319,乐通股份,31.7,67.8,113.88%
2320,海峡股份,89.7,89.63,-0.08%
2321,华英农业,27.5,20.75,-24.55%
2322,理工环科,38.2,46.14,20.79%
2324,普利特,41.0,29.81,-27.29%
2325,洪涛股份,39.5,39.36,-0.35%
2326,永太科技,60.0,56.49,-5.85%
2327,富安娜,63.4,55.26,-12.84%
2328,新朋股份,26.6,16.9,-36.47%
2329,皇氏集团,29.7,26.59,-10.47%
2330,得利斯,23.0,24.67,7.26%
2331,皖通科技,38.7,33.56,-13.28%
2332,仙琚制药,55.5,64.71,16.59%
2333,罗普斯金,28.7,24.91,-13.21%
2334,英威腾,35.5,37.5,5.63%
2335,科华恒盛,45.3,33.22,-26.67%
2336,人人乐,26.5,24.9,-6.04%
2337,赛象科技,23.4,28.15,20.30%
2338,奥普光电,29.0,46.24,59.45%
2339,积成电子,26.3,24.63,-6.35%
2340,格林美,168.0,172.92,2.93%
2341,新纶科技,120.0,100.06,-16.62%
2342,巨力索具,34.1,30.99,-9.12%
2343,慈文传媒,42.1,41.16,-2.23%
2344,海宁皮城,62.2,77.67,24.87%
2345,潮宏基,43.0,50.14,16.60%
2346,柘中股份,62.3,67.13,7.75%
2347,泰尔股份,18.2,20.28,11.43%
2348,高乐股份,31.8,23.9,-24.84%
2349,精华制药,50.1,59.98,19.72%
2350,北京科锐,32.8,39.3,19.82%
2351,漫步者,31.8,20.63,-35.13%
2352,顺丰控股,1453.0,611.89,-57.89%
2353,杰瑞股份,156.0,141.83,-9.08%
2354,天神娱乐,52.0,53.99,3.83%
2355,兴民智通,46.9,42.7,-8.96%
2356,赫美集团,38.6,56.09,45.31%
2357,富临运业,18.6,22.75,22.31%
2358,森源电气,159.0,179.14,12.67%
2359,北讯集团,96.2,103.52,7.61%
2360,同德化工,21.7,18.48,-14.84%
2361,神剑股份,36.2,32.06,-11.44%
2362,汉王科技,31.7,39.76,25.43%
2363,隆基机械,21.6,19.2,-11.11%
2364,中恒电气,63.0,72.89,15.70%
2365,永安药业,30.4,30.14,-0.86%
2366,台海核电,94.0,94.61,0.65%
2367,康力电梯,47.6,40.89,-14.10%
2368,太极股份,97.5,134.54,37.99%
2369,卓翼科技,47.6,46.05,-3.26%
2370,亚太药业,91.2,100.64,10.35%
2371,北方华创,190.0,230.54,21.34%
2372,伟星新材,203.0,191.33,-5.75%
2373,千方科技,173.0,139.41,-19.42%
2374,丽鹏股份,28.0,29.28,4.57%
2375,亚厦股份,70.8,86.54,22.23%
2376,新北洋,104.0,108.47,4.30%
2377,国创高新,41.1,60.68,47.64%
2378,章源钨业,47.1,47.39,0.62%
2380,科远股份,26.4,5.8,-78.03%
2381,双箭股份,29.3,18.82,-35.77%
2382,蓝帆医疗,133.0,117.51,-11.65%
2383,合众思壮,99.7,98.12,-1.58%
2384,东山精密,169.0,164.74,-2.52%
2385,大北农,138.0,102.16,-25.97%
2386,天原集团,44.3,45.38,2.44%
2387,维信诺,107.0,118.8,11.03%
2388,新亚制程,26.6,28.55,7.33%
2389,航天彩虹,123.0,110.5,-10.16%
2390,信邦制药,67.0,72.35,7.99%
2391,长青股份,38.7,14.56,-62.38%
2392,北京利尔,40.1,32.4,-19.20%
2393,力生制药,40.8,2.15,-94.73%
2394,联发股份,33.6,17.96,-46.55%
2395,双象股份,20.3,29.24,44.04%
2396,星网锐捷,105.0,111.36,6.06%
2397,梦洁股份,34.3,27.09,-21.02%
2398,建研集团,32.3,32.52,0.68%
2399,海普瑞,249.0,268.25,7.73%
2400,省广集团,55.1,60.8,10.34%
2401,中远海科,28.4,40.74,43.45%
2402,和而泰,60.8,60.54,-0.43%
2403,爱仕达,28.7,30.23,5.33%
2404,嘉欣丝绸,32.3,27.26,-15.60%
2405,四维图新,207.0,203.29,-1.79%
2406,远东传动,31.5,25.86,-17.90%
2407,多氟多,80.0,85.62,7.03%
2408,齐翔腾达,123.0,136.86,11.27%
2409,雅克科技,66.3,36.63,-44.75%
2410,广联达,261.0,233.52,-10.53%
2411,延安必康,296.0,148.56,-49.81%
2412,汉森制药,42.1,63.77,51.47%
2413,雷科防务,68.3,68.87,0.83%
2414,高德红外,134.0,140.4,4.78%
2415,海康威视,2625.0,2095.0,-20.19%
2416,爱施德,74.4,72.78,-2.18%
2417,深南股份,22.8,35.45,55.48%
2418,康盛股份,38.1,38.21,0.29%
2419,天虹股份,131.0,139.93,6.82%
2420,毅昌股份,14.2,19.49,37.25%
2421,达实智能,75.5,61.96,-17.93%
2422,科伦药业,293.0,258.13,-11.90%
2423,中原特钢,43.6,57.87,32.73%
2424,贵州百灵,124.0,85.13,-31.35%
2425,凯撒文化,48.7,61.24,25.75%
2426,胜利精密,96.0,98.02,2.10%
2427,*ST尤夫,51.9,72.07,38.86%
2428,云南锗业,39.2,40.33,2.88%
2429,兆驰股份,94.2,95.78,1.68%
2430,杭氧股份,88.6,91.44,3.21%
2431,棕榈股份,58.1,61.26,5.44%
2432,九安医疗,24.1,30.68,27.30%
2433,太安堂,38.2,41.94,9.79%
2434,万里扬,84.0,93.71,11.56%
2435,长江润发,46.0,40.16,-12.70%
2436,兴森科技,70.4,60.15,-14.56%
2437,誉衡药业,64.0,74.98,17.16%
2438,江苏神通,29.8,31.2,4.70%
2439,启明星辰,209.0,182.81,-12.53%
2440,闰土股份,104.0,93.28,-10.31%
2441,众业达,38.9,27.91,-28.25%
2442,龙星化工,34.6,44.32,28.09%
2443,金洲管道,28.9,26.42,-8.58%
2444,巨星科技,104.0,108.38,4.21%
2445,ST中南,28.9,44.21,52.98%
2446,盛路通信,69.7,58.5,-16.07%
2448,中原内配,34.9,38.89,11.43%
2449,国星光电,66.2,71.14,7.46%
2450,康得新,268.0,313.11,16.83%
2451,摩恩电气,61.8,88.64,43.43%
2452,长高集团,21.3,23.5,10.33%
2453,华软科技,31.1,40.44,30.03%
2454,松芝股份,27.6,29.26,6.01%
2455,百川股份,26.4,25.51,-3.37%
2456,欧菲科技,251.0,276.86,10.30%
2457,青龙管业,27.3,25.58,-6.30%
2458,益生股份,49.8,48.86,-1.89%
2459,天业通联,33.9,38.17,12.60%
2460,赣锋锂业,295.0,240.63,-18.43%
2461,珠江啤酒,104.0,95.96,-7.73%
2462,嘉事堂,35.5,17.22,-51.49%
2463,沪电股份,133.0,130.53,-1.86%
2464,众应互联,28.5,31.66,11.09%
2465,海格通信,196.0,189.69,-3.22%
2466,天齐锂业,334.0,351.31,5.18%
2467,二六三,43.6,45.33,3.97%
2468,申通快递,252.0,132.77,-47.31%
2469,三维工程,21.1,22.55,6.87%
2470,金正大,224.0,190.73,-14.85%
2472,双环传动,42.8,49.42,15.47%
2473,*ST圣莱,11.3,20.83,84.34%
2474,榕基软件,41.4,40.07,-3.21%
2475,立讯精密,607.0,589.23,-2.93%
2476,宝莫股份,28.5,29.74,4.35%
2477,雏鹰农牧,55.5,24.55,-55.77%
2478,常宝股份,46.6,42.09,-9.68%
2479,富春环保,40.5,34.93,-13.75%
2480,新筑股份,32.9,42.78,30.03%
2481,双塔食品,36.6,36.51,-0.25%
2482,广田集团,85.8,101.58,18.39%
2483,润邦股份,26.8,28.63,6.83%
2484,江海股份,51.7,49.29,-4.66%
2485,希努尔,39.6,40.7,2.78%
2486,嘉麟杰,34.0,35.69,4.97%
2487,大金重工,20.6,21.39,3.83%
2488,金固股份,70.9,77.21,8.90%
2489,浙江永强,64.8,50.08,-22.72%
2490,山东墨龙,34.8,25.83,-25.78%
2491,通鼎互联,107.0,117.86,10.15%
2492,恒基达鑫,22.8,27.11,18.90%
2493,荣盛石化,662.0,604.48,-8.69%
2494,华斯股份,21.8,15.82,-27.43%
2495,佳隆股份,31.2,24.62,-21.09%
2496,ST辉丰,32.3,24.52,-24.09%
2497,雅化集团,66.4,61.0,-8.13%
2498,汉缆股份,106.0,94.67,-10.69%
2499,科林环保,14.9,27.47,84.36%
2501,利源精制,38.1,17.76,-53.39%
2502,骅威文化,36.8,40.23,9.32%
2503,搜于特,73.9,57.03,-22.83%
2505,大康农业,95.4,96.42,1.07%
2506,协鑫集成,256.0,132.47,-48.25%
2507,涪陵榨菜,167.0,189.99,13.77%
2508,老板电器,207.0,228.73,10.50%
2509,天广中茂,64.6,63.7,-1.39%
2510,天汽模,36.1,43.28,19.89%
2511,中顺洁柔,105.0,109.27,4.07%
2512,达华智能,58.4,45.29,-22.45%
2513,蓝丰生化,19.5,3.6,-81.54%
2514,宝馨科技,29.7,29.97,0.91%
2515,金字火腿,46.0,44.72,-2.78%
2516,旷达科技,45.1,36.34,-19.42%
2517,恺英网络,84.8,69.8,-17.69%
2518,科士达,47.2,53.32,12.97%
2519,银河电子,45.3,47.87,5.67%
2520,日发精机,40.1,45.51,13.49%
2521,齐峰新材,28.0,16.2,-42.14%
2522,浙江众成,44.4,43.75,-1.46%
2523,天桥起重,44.5,46.07,3.53%
2524,光正集团,24.2,36.5,50.83%
2526,山东矿机,36.5,33.61,-7.92%
2527,新时达,36.5,33.31,-8.74%
2528,英飞拓,46.6,42.57,-8.65%
2529,海源复材,18.7,5.25,-71.93%
2530,金财互联,51.4,35.98,-30.00%
2531,天顺风能,83.1,101.54,22.19%
2532,新界泵业,25.8,25.46,-1.32%
2533,金杯电工,26.9,23.78,-11.60%
2534,杭锅股份,42.4,48.5,14.39%
2535,林州重机,28.0,30.69,9.61%
2536,西泵股份,31.4,32.07,2.13%
2537,海联金汇,130.0,152.77,17.52%
2538,司尔特,35.8,35.7,-0.28%
2539,云图控股,44.5,37.71,-15.26%
2540,亚太科技,61.7,53.43,-13.40%
2541,鸿路钢构,37.9,5.11,-86.52%
2542,中化岩土,81.7,57.7,-29.38%
2543,万和电气,76.9,82.85,7.74%
2544,杰赛科技,69.1,80.48,16.47%
2545,东方铁塔,91.4,64.22,-29.74%
2546,新联电子,34.6,33.24,-3.93%
2547,春兴精工,79.9,68.31,-14.51%
2548,金新农,27.4,37.35,36.31%
2549,凯美特气,37.2,45.18,21.45%
2550,千红制药,51.1,42.81,-16.22%
2551,尚荣医疗,34.9,31.61,-9.43%
2552,*ST宝鼎,17.7,18.11,2.32%
2553,南方轴承,20.3,21.87,7.73%
2554,惠博普,30.6,31.37,2.52%
2555,三七互娱,218.0,166.2,-23.76%
2556,辉隆股份,35.2,38.93,10.60%
2557,洽洽食品,97.3,110.29,13.35%
2558,巨人网络,396.0,188.98,-52.28%
2559,亚威股份,26.0,27.81,6.96%
2560,通达股份,24.4,22.87,-6.27%
2561,徐家汇,33.8,23.41,-30.74%
2562,兄弟科技,37.0,31.12,-15.89%
2563,森马服饰,229.0,183.52,-19.86%
2564,天沃科技,45.7,49.74,8.84%
2565,顺灏股份,28.4,25.37,-10.67%
2566,益盛药业,20.1,11.78,-41.39%
2567,唐人神,51.0,46.63,-8.57%
2568,百润股份,49.3,47.36,-3.94%
2570,*ST因美,52.1,59.32,13.86%
2571,德力股份,20.5,12.34,-39.80%
2572,索菲亚,156.0,137.04,-12.15%
2573,清新环境,82.0,90.23,10.04%
2575,群兴玩具,49.6,54.99,10.87%
2576,通达动力,18.6,21.91,17.80%
2577,雷柏科技,29.9,36.05,20.57%
2578,闽发铝业,33.3,19.01,-42.91%
2579,中京电子,36.3,50.33,38.65%
2580,圣阳股份,20.4,22.57,10.64%
2581,未名医药,43.3,50.2,15.94%
2582,好想你,40.2,23.94,-40.45%
2583,海能达,156.0,116.1,-25.58%
2584,西陇科学,36.8,36.25,-1.49%
2585,双星新材,60.7,63.57,4.73%
2586,围海股份,56.9,60.02,5.48%
2587,奥拓电子,31.7,27.68,-12.68%
2588,史丹利,46.4,35.84,-22.76%
2589,瑞康医药,99.5,83.63,-15.95%
2590,万安科技,35.3,38.53,9.15%
2591,恒大高新,20.6,19.17,-6.94%
2592,八菱科技,62.9,90.72,44.23%
2593,日上集团,23.1,25.77,11.56%
2594,比亚迪,1337.0,753.93,-43.61%
2595,豪迈科技,127.0,111.36,-12.31%
2596,海南瑞泽,68.1,65.77,-3.42%
2597,金禾实业,85.8,93.2,8.62%
2598,山东章鼓,21.1,28.4,34.60%
2599,盛通股份,31.0,25.03,-19.26%
2600,领益智造,184.0,87.86,-52.25%
2601,龙蟒佰利,251.0,208.27,-17.02%
2603,以岭药业,127.0,126.33,-0.53%
2604,*ST龙力,10.2,16.52,61.96%
2605,姚记扑克,31.0,26.59,-14.23%
2606,大连电瓷,29.7,42.24,42.22%
2607,亚夏汽车,58.8,64.79,10.19%
2608,江苏国信,279.0,180.74,-35.22%
2609,捷顺科技,39.8,29.76,-25.23%
2610,爱康科技,78.1,81.73,4.65%
2611,东方精工,75.9,77.91,2.65%
2612,朗姿股份,36.0,25.63,-28.81%
2613,北玻股份,26.8,15.53,-42.05%
2614,奥佳华,93.1,80.59,-13.44%
2615,哈尔斯,23.1,22.68,-1.82%
2616,长青集团,51.9,49.09,-5.41%
2617,露笑科技,47.0,52.12,10.89%
2618,丹邦科技,73.5,92.2,25.44%
2619,艾格拉斯,66.4,84.89,27.85%
2620,瑞和股份,22.3,8.74,-60.81%
2621,三垒股份,72.4,106.24,46.74%
2622,融钰集团,29.0,31.12,7.31%
2623,亚玛顿,25.1,1.31,-94.78%
2624,完美世界,343.0,224.76,-34.47%
2625,光启技术,218.0,95.21,-56.33%
2626,金达威,74.7,81.17,8.66%
2627,宜昌交运,21.1,10.86,-48.53%
2628,成都路桥,36.4,41.11,12.94%
2630,华西能源,36.6,47.3,29.23%
2631,德尔未来,44.9,48.3,7.57%
2632,道明光学,45.1,46.38,2.84%
2633,申科股份,12.6,24.84,97.14%
2634,棒杰股份,23.5,23.38,-0.51%
2635,安洁科技,86.0,43.09,-49.90%
2636,金安国纪,55.9,33.18,-40.64%
2637,赞宇科技,30.9,25.04,-18.96%
2638,勤上股份,43.1,45.56,5.71%
2639,雪人股份,43.5,45.16,3.82%
2640,跨境通,171.0,149.0,-12.87%
2641,永高股份,39.1,34.27,-12.35%
2642,荣之联,46.8,37.94,-18.93%
2643,万润股份,93.9,101.94,8.56%
2644,佛慈制药,40.0,52.92,32.30%
2645,华宏科技,26.5,22.31,-15.81%
2646,青青稞酒,49.4,56.97,15.32%
2647,仁东控股,78.8,106.46,35.10%
2648,卫星石化,105.0,126.31,20.30%
2649,博彦科技,41.9,38.53,-8.04%
2650,加加食品,41.1,34.74,-15.47%
2651,利君股份,47.8,29.5,-38.28%
2652,扬子新材,21.5,27.64,28.56%
2653,海思科,110.0,77.5,-29.55%
2654,万润科技,37.8,33.88,-10.37%
2655,共达电声,24.8,37.46,51.05%
2656,摩登大道,40.3,36.0,-10.67%
2657,中科金财,44.8,41.39,-7.61%
2658,雪迪龙,43.1,33.65,-21.93%
2659,凯文教育,36.7,30.31,-17.41%
2660,茂硕电源,18.6,22.9,23.12%
2661,克明面业,40.8,43.99,7.82%
2662,京威股份,61.8,72.11,16.68%
2663,普邦股份,48.7,45.15,-7.29%
2664,长鹰信质,51.1,59.94,17.30%
2665,首航节能,73.6,85.65,16.37%
2666,德联集团,31.0,25.61,-17.39%
2667,鞍重股份,16.6,15.71,-5.36%
2668,奥马电器,52.1,48.39,-7.12%
2669,康达新材,27.9,20.47,-26.63%
2670,国盛金控,202.0,142.16,-29.62%
2671,龙泉股份,20.6,9.63,-53.25%
2672,东江环保,102.0,95.64,-6.24%
2674,兴业科技,25.9,11.54,-55.44%
2675,东诚药业,66.0,68.28,3.45%
2676,顺威股份,22.6,23.85,5.53%
2677,浙江美大,67.1,53.58,-20.15%
2678,珠江钢琴,79.6,79.74,0.18%
2679,福建金森,43.9,89.57,104.03%
2681,奋达科技,99.3,82.42,-17.00%
2682,龙洲股份,25.8,21.77,-15.62%
2683,宏大爆破,58.9,61.23,3.96%
2684,猛狮科技,39.7,46.2,16.37%
2685,华东重机,53.0,53.54,1.02%
2686,亿利达,31.1,37.79,21.51%
2687,乔治白,22.5,24.17,7.42%
2688,金河生物,29.4,28.85,-1.87%
2689,远大智能,36.5,40.99,12.30%
2690,美亚光电,143.0,106.89,-25.25%
2691,冀凯股份,26.0,37.07,42.58%
2692,睿康股份,33.2,37.19,12.02%
2693,双成药业,16.7,26.23,57.07%
2694,顾地科技,26.6,35.54,33.61%
2695,煌上煌,52.5,56.15,6.95%
2696,百洋股份,35.3,26.22,-25.72%
2698,博实股份,67.5,66.34,-1.72%
2699,美盛文化,50.1,50.58,0.96%
2700,新疆浩源,43.4,53.14,22.44%
2701,奥瑞金,117.0,119.04,1.74%
2702,海欣食品,20.1,18.54,-7.76%
2703,浙江世宝,37.1,35.74,-3.67%
2705,新宝股份,75.6,59.15,-21.76%
2706,良信电器,48.3,40.7,-15.73%
2707,众信旅游,54.4,49.21,-9.54%
2708,光洋股份,42.2,41.57,-1.49%
2709,天赐材料,75.8,70.62,-6.83%
2711,欧浦智网,43.8,46.27,5.64%
2712,思美传媒,36.4,27.68,-23.96%
2713,东易日盛,43.3,37.29,-13.88%
2714,牧原股份,630.0,388.06,-38.40%
2715,登云股份,15.0,42.06,180.40%
2716,金贵银业,66.9,46.47,-30.54%
2717,岭南股份,89.9,74.47,-17.16%
2718,友邦吊顶,24.7,17.42,-29.47%
2719,麦趣尔,19.6,21.3,8.67%
2721,金一文化,52.1,51.08,-1.96%
2722,金轮股份,25.8,9.7,-62.40%
2723,金莱特,17.5,33.45,91.14%
2724,海洋王,41.2,25.72,-37.57%
2725,跃岭股份,22.5,24.42,8.53%
2726,龙大肉食,56.7,59.41,4.78%
2727,一心堂,107.0,91.19,-14.78%
2728,特一药业,27.8,36.32,30.65%
2729,好利来,15.3,50.43,229.61%
2730,电光科技,22.7,26.93,18.63%
2731,萃华珠宝,27.1,49.51,82.69%
2732,燕塘乳业,25.7,43.54,69.42%
2733,雄韬股份,52.6,63.7,21.10%
2734,利民股份,29.1,17.79,-38.87%
2735,王子新材,18.3,59.42,224.70%
2737,葵花药业,80.8,84.93,5.11%
2738,中矿资源,37.1,48.08,29.60%
2739,万达电影,376.0,406.99,8.24%
2740,爱迪尔,18.4,8.86,-51.85%
2741,光华科技,56.4,83.22,47.55%
2742,三圣股份,35.0,33.97,-2.94%
2743,富煌钢构,20.4,17.02,-16.57%
2745,木林森,154.0,117.44,-23.74%
2746,仙坛股份,45.8,42.94,-6.24%
2747,埃斯顿,69.6,79.08,13.62%
2748,世龙实业,17.8,17.08,-4.04%
2749,国光股份,39.4,50.7,28.68%
2750,龙津药业,23.6,34.59,46.57%
2751,易尚展示,33.9,60.67,78.97%
2752,昇兴股份,62.1,31.94,-48.57%
2753,永东股份,31.9,27.13,-14.95%
2755,东方新星,21.9,50.29,129.63%
2756,永兴特钢,44.7,20.35,-54.47%
2757,南兴装备,37.8,51.28,35.66%
2758,华通医药,15.8,26.67,68.80%
2759,天际股份,35.1,13.42,-61.77%
2760,凤形股份,13.1,26.09,99.16%
2761,多喜爱,32.3,63.01,95.08%
2763,汇洁股份,32.9,18.99,-42.28%
2765,蓝黛传动,27.0,29.31,8.56%
2766,索菱股份,26.6,22.64,-14.89%
2767,先锋电子,21.0,35.18,67.52%
2768,国恩股份,54.7,70.34,28.59%
2769,普路通,35.0,39.25,12.14%
2770,科迪乳业,31.9,22.81,-28.50%
2771,真视通,19.2,28.81,50.05%
2772,众兴菌业,25.1,16.75,-33.27%
2773,康弘药业,238.0,236.01,-0.84%
2774,快意电梯,28.4,25.61,-9.82%
2775,文科园林,31.6,25.84,-18.23%
2776,柏堡龙,64.3,65.3,1.56%
2777,久远银海,43.9,65.98,50.30%
2778,高科石化,15.1,31.62,109.40%
2779,中坚科技,22.2,42.71,92.39%
2780,三夫户外,14.3,20.91,46.22%
2781,奇信股份,34.7,27.68,-20.23%
2782,可立克,47.7,36.01,-24.51%
2783,凯龙股份,22.9,10.76,-53.01%
2785,万里石,19.7,27.61,40.15%
2786,银宝山新,26.2,28.91,10.34%
2787,华源控股,21.1,9.66,-54.22%
2788,鹭燕医药,25.1,17.01,-32.23%
2790,瑞尔特,29.1,11.42,-60.76%
2791,坚朗五金,34.0,11.52,-66.12%
2792,通宇通讯,74.8,92.99,24.32%
2793,东音股份,20.6,20.44,-0.78%
2795,永和智控,29.8,39.84,33.69%
2796,世嘉科技,41.1,83.73,103.72%
2798,帝欧家居,50.2,22.74,-54.70%
