最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润
12.78,26.15,3.22,25.0,62.6,40.58,24.3,2.94,0.37,31.8,3.02,3.97,109.22,6.44,0.97,62.74,57.5,31.8,9.65,7.07,53.93,12.4,31.0,29.3,1.73,1.86,2.44
8.62,83.85,2.56,13.0,19.3,7.37,4.39,0.1948,0.08,13.9,0.1993,3.37,4.5,2.65,1.19,23.2,16.5,13.9,1.48,0.2887,52.34,2.07,8.62,8.46,0.1596,0.92,0.1724
5.88,59.77,0.98,23.0,13.9,-4.92,20.0,0.5039,0.07,13.3,0.5543,5.99,62.97,5.35,2.26,8.87,60.6,13.3,23.9,12.6,70.91,4.77,43.0,32.3,10.7,2.01,0.1749
14.11,218.29,4.97,13.0,84.9,-4.2,6.84,0.3611,0.05,24.8,0.363,2.84,-76.65,6.92,1.11,20.71,26.7,24.8,1.2,0.2699,33.8,3.52,9.03,8.84,0.1859,0.57,0.3017
43.5,22.59,4.2,50.0,97.9,2.54,12.9,3.89,1.44,20.9,3.89,10.35,9.54,16.8,7.49,43.03,28.2,20.9,5.95,0.5564,15.86,2.62,4.47,4.3,0.1762,1.16,3.25
2.79,13.39,0.88,7.0,66.1,-27.4,46.5,5.6,0.16,440.0,5.55,3.18,-26.81,23.7,0.99,38.67,485.0,440.0,1.49,0.4746,83.48,24.7,404.0,336.0,68.5,1.03,3.76
31.94,14.91,5.23,22.0,260.0,31.57,55.4,14.6,1.61,42.9,15.4,6.11,44.25,26.5,3.26,84.57,75.6,42.9,17.7,2.92,32.83,17.6,24.8,18.4,6.37,2.16,13.1
3.24,4.79,1.23,28.0,148.0,44.85,179.0,27.6,0.51,113.0,27.6,2.64,61.94,42.2,0.92,22.19,335.0,113.0,120.0,13.4,63.63,43.5,213.0,164.0,49.3,0.95,23.2
2.54,146.83,0.85,22.0,39.7,-16.85,5.16,0.6877,0.01,41.7,0.7228,3.0,-89.71,8.91,0.45,50.35,71.1,41.7,5.36,1.82,13.12,29.9,9.32,6.52,2.8,1.5,0.2586
3.14,3.58,0.93,5.0,75.2,28.07,257.0,15.6,0.66,156.0,16.0,3.36,61.03,3.7,0.15,12.64,341.0,156.0,144.0,17.0,75.13,34.8,256.0,222.0,33.9,1.45,15.7
56.0,71.95,10.87,56.0,346.0,18.93,19.6,4.36,0.58,26.1,4.34,5.15,24.42,16.4,2.66,97.0,56.8,26.1,3.06,1.17,39.27,4.17,22.3,20.7,1.6,0.67,3.61
7.34,260.67,2.73,56.0,31.6,-0.58,8.24,-0.1888,0.02,9.17,-0.0998,2.69,-66.74,2.41,0.55,53.12,16.2,9.17,0.6218,0.4892,20.92,1.94,3.39,2.94,0.4513,0.44,0.0929
5.88,15.34,2.65,22.0,147.0,42.57,53.9,9.12,0.29,50.5,9.12,2.22,26.27,21.3,0.8,76.0,109.0,50.5,23.1,4.63,45.46,7.58,49.8,36.0,13.8,0.28,7.67
6.96,53.06,1.54,25.0,17.4,-0.1,4.96,0.3237,0.1,8.06,0.3237,4.53,202.84,2.44,0.97,27.34,12.5,8.06,3.65,0.6501,8.52,5.06,1.06,1.05,0.012,2.02,0.246
2.29,20.02,1.02,10.0,71.6,15.19,79.3,4.93,0.09,36.4,4.91,2.25,8.59,-4.36,-0.11,10.94,170.0,36.4,96.2,22.6,40.04,50.0,67.9,34.5,33.3,1.29,3.33
4.43,29.99,1.47,14.0,21.3,-15.48,4.89,0.8757,0.11,12.2,0.8851,3.01,-7.13,2.15,0.33,38.36,22.4,12.2,0.1117,0.3389,12.84,11.5,2.88,2.43,0.4477,1.77,0.7181
3.1,12.1,1.92,45.0,60.6,13.13,92.3,5.46,0.19,40.6,5.54,1.62,43.53,10.9,0.56,9.38,56.5,40.6,9.26,0.9373,35.7,0.1952,20.2,20.0,0.1979,0.01,3.76
2.97,25.17,0.89,9.0,158.0,5.74,88.4,5.1,0.09,80.9,5.24,3.35,166.79,35.2,0.52,8.33,657.0,80.9,279.0,8.27,58.88,83.6,387.0,172.0,215.0,1.24,5.97
8.01,200.31,2.81,13.0,32.9,64.87,4.49,0.0688,0.03,15.1,0.1418,2.85,194.37,-8.55,-2.08,22.42,19.2,15.1,1.9,1.85,39.21,15.8,7.54,7.2,0.3356,3.86,0.1232
6.81,14.83,1.5,38.0,75.6,8.27,82.2,6.06,0.34,98.0,5.99,4.55,-34.89,29.2,2.25,25.15,183.0,98.0,34.5,9.92,65.55,18.7,120.0,86.1,33.8,1.44,4.46
3.62,7.21,1.42,5.0,55.5,22.32,154.0,6.95,0.38,53.9,6.97,2.55,-33.26,-17.4,-1.13,13.11,200.0,53.9,140.0,0.1602,80.42,33.2,161.0,161.0,0.068,2.17,5.77
3.53,16.15,0.94,13.0,146.0,39.21,125.0,11.3,0.16,279.0,11.9,3.76,47.9,95.9,2.32,30.12,376.0,279.0,39.3,21.3,45.06,13.5,169.0,131.0,38.6,0.33,6.79
5.22,-123.96,1.02,11.0,231.0,-2.88,66.5,-1.65,-0.03,114.0,-1.37,5.13,-146.22,120.0,2.72,4.37,273.0,114.0,115.0,7.83,16.86,42.5,46.0,40.5,5.52,0.96,-1.4
8.77,603.38,1.05,50.0,90.8,7.27,181.0,1.03,0.01,124.0,0.9984,8.34,-89.42,11.0,0.69,12.32,362.0,124.0,161.0,6.13,62.66,102.0,227.0,152.0,74.4,6.39,0.1747
29.67,5.69,1.52,60.0,1187.0,55.46,778.0,270.0,3.91,620.0,275.0,19.56,111.2,849.0,16.03,41.39,1386.0,620.0,596.0,83.7,22.75,106.0,315.0,241.0,74.0,2.0,207.0
3.0,13.19,1.0,49.0,43.3,24.95,36.7,3.49,0.17,38.4,3.52,3.0,45.91,8.8,0.6,23.7,100.0,38.4,43.4,4.21,55.49,19.7,55.6,46.5,9.1,1.35,2.49
13.02,25.82,1.54,21.0,52.5,2.27,72.5,3.3,0.38,71.8,3.32,8.44,1134.33,13.2,3.24,20.14,129.0,71.8,22.5,6.26,66.79,16.0,86.1,79.2,6.97,3.94,1.54
24.13,229.93,7.54,56.0,458.0,38.84,45.5,3.83,0.08,66.7,3.88,3.2,158.0,14.3,0.74,68.22,136.0,66.7,20.5,7.78,47.93,21.3,65.1,62.8,2.26,1.11,1.51
4.29,18.21,0.96,34.0,28.4,13.16,11.8,1.45,0.18,24.3,1.45,4.48,27.46,10.1,1.43,27.09,51.5,24.3,9.24,2.15,38.68,13.0,19.9,15.7,4.26,1.84,1.25
5.92,23.88,1.34,38.0,48.0,43.75,33.1,1.76,0.19,71.0,1.79,4.42,33.63,6.28,0.73,19.48,110.0,71.0,6.18,3.08,62.24,25.0,68.7,49.1,19.7,2.89,1.61
6.3,22.46,1.38,13.0,25.2,20.65,8.17,0.9445,0.21,14.6,0.9439,4.58,45.24,4.96,1.24,26.69,26.7,14.6,6.39,1.03,30.36,6.96,8.11,5.12,2.99,1.74,0.8404
26.83,28.38,6.52,20.0,34.6,1.47,3.0,1.2,0.71,3.21,1.21,4.11,2.0,2.11,1.64,72.58,16.8,3.21,1.94,5.89,52.98,1.61,8.92,6.95,1.97,1.25,0.9132
5.74,17.37,1.02,22.0,45.5,1.29,29.1,2.49,0.25,27.1,2.45,5.6,-37.92,25.9,3.28,73.82,74.7,27.1,15.5,3.31,34.77,7.67,26.0,17.8,8.16,0.97,1.96
2.29,-8.07,0.83,44.0,39.9,21.31,113.0,-9.12,-0.21,48.7,-9.1,2.77,-403.73,-5.97,-0.3,1.88,248.0,48.7,156.0,23.1,76.25,38.1,189.0,112.0,77.0,1.94,-4.17
11.09,5.04,1.4,52.0,76.2,59.37,87.3,14.2,1.65,47.8,13.9,7.9,403.19,35.8,5.06,26.2,102.0,47.8,37.3,5.62,40.87,8.71,41.5,37.5,4.02,1.23,11.7
8.45,19.71,1.91,32.0,103.0,-5.71,156.0,7.26,0.32,74.5,6.72,4.43,-25.53,22.0,1.8,33.53,166.0,74.5,57.7,3.91,59.16,17.1,98.0,88.8,9.24,1.4,3.94
8.4,11.5,2.29,39.0,149.0,14.49,25.7,9.86,0.55,41.5,9.77,3.66,27.97,9.36,0.53,80.47,85.7,41.5,31.0,4.18,25.74,24.2,22.1,21.0,1.07,1.36,9.74
33.21,16.03,2.4,25.0,231.0,1.09,236.0,30.0,1.55,180.0,31.1,13.82,12.32,123.0,9.14,39.25,346.0,180.0,105.0,26.2,43.88,34.4,152.0,120.0,32.0,2.55,21.0
2.69,-19.19,2.08,41.0,59.0,-0.92,33.2,-2.38,-0.11,59.3,-2.22,1.29,-17.45,2.51,0.11,15.63,116.0,59.3,35.7,1.31,75.45,3.47,87.5,72.6,14.9,0.16,-2.31
5.62,31.76,1.96,41.0,49.4,16.72,31.2,2.05,0.13,35.5,2.16,2.87,10.55,6.74,0.49,17.6,54.7,35.5,2.81,0.2841,25.68,15.1,14.0,13.4,0.6367,1.1,1.82
4.27,15.11,0.88,23.0,21.5,142.33,10.1,3.88,0.21,60.4,3.85,4.85,80.16,34.5,2.75,58.83,118.0,60.4,0.4658,0.466,47.47,7.51,56.1,35.5,20.6,0.6,2.66
7.19,176.37,2.28,7.0,95.9,-31.29,4.05,0.9825,0.03,79.1,1.06,3.15,-29.93,9.23,0.49,40.88,133.0,79.1,0.2578,0.00216,53.93,30.8,72.0,21.6,50.4,1.65,0.5728
9.75,59.34,2.1,47.0,14.4,-6.53,17.1,0.2003,0.12,5.8,0.2071,4.64,27.89,2.01,1.36,3.7,12.1,5.8,5.11,0.1931,43.75,2.54,5.31,3.47,1.85,1.72,0.1816
6.25,6.41,1.19,7.0,761.0,29.2,2333.0,164.0,0.73,8581.0,163.0,5.25,35.51,412.0,3.38,14.95,9515.0,8581.0,135.0,17.4,89.31,93.4,8497.0,6653.0,1845.0,0.77,88.9
3.34,37.41,10.5,6.0,36.5,6.02,44.4,2.26,0.07,40.6,3.04,0.32,114.61,-23.6,-2.16,12.14,55.8,40.6,5.58,1.17,84.37,11.7,47.1,28.7,18.4,1.07,0.7317
4.12,12.65,1.12,23.0,64.4,29.86,24.5,8.15,0.24,69.0,8.17,3.67,1.65,36.9,1.56,34.81,157.0,69.0,19.8,12.4,41.42,0.0748,65.0,56.0,9.09,0.0,5.78
41.99,16.68,3.62,37.0,133.0,10.73,365.0,17.1,1.89,155.0,17.4,11.59,10.14,46.0,8.79,7.99,165.0,155.0,3.55,0.9705,56.36,5.5,93.0,82.0,11.0,1.05,9.88
5.13,31.75,1.09,22.0,24.6,12.81,12.9,0.7299,0.12,18.4,0.7257,4.72,-19.67,9.16,1.71,55.39,31.7,18.4,4.48,1.2,18.66,9.69,5.91,5.75,0.1605,1.81,0.6472
5.7,46.89,1.96,44.0,85.0,8.47,16.4,1.96,0.09,45.9,2.0,2.91,-37.85,7.68,0.44,27.82,87.3,45.9,11.5,2.23,40.21,25.6,35.1,31.0,4.08,1.46,1.6
10.65,90.93,3.3,45.0,20.0,-11.11,0.6179,0.2004,0.09,6.02,0.2007,3.22,-84.28,-0.797,-0.42,16.87,6.67,6.02,0.3372,0.0263,8.89,4.36,0.5925,0.4308,0.1617,2.32,0.1652
4.99,71.47,1.27,25.0,25.7,-13.28,5.81,0.3653,0.05,13.7,0.3585,3.94,-44.56,9.14,1.78,42.69,22.6,13.7,5.78,1.1,10.48,5.3,2.36,1.42,0.9451,1.03,0.2695
4.84,314.55,1.4,8.0,47.2,2.79,70.1,0.5654,0.01,57.6,0.3848,3.46,98.93,15.4,1.42,17.38,280.0,57.6,108.0,6.25,84.4,9.37,236.0,95.7,141.0,0.86,0.1252
6.73,8.69,2.2,34.0,50.5,-3.69,52.1,7.59,0.58,19.6,7.59,3.07,11.56,6.98,0.6,16.91,52.0,19.6,16.9,2.48,31.89,16.7,16.6,15.5,1.12,1.45,6.72
8.49,27.48,1.73,13.0,49.4,21.37,96.5,2.97,0.23,94.5,3.02,4.9,1.48,10.2,1.18,13.5,146.0,94.5,34.2,4.4,64.55,21.0,94.3,88.4,5.95,2.42,2.01
5.34,45.36,1.59,18.0,36.7,-5.53,0.3742,0.5994,0.09,6.2,0.6024,3.36,-5.09,1.6,0.23,41.64,27.7,6.2,0.61,0.9575,18.61,0.0785,5.16,0.7143,4.45,0.01,0.6063
9.38,191.29,1.6,12.0,50.2,-27.06,9.25,-0.1538,0.04,163.0,0.1353,5.88,-66.09,30.5,2.87,37.89,186.0,163.0,0.7832,0.4216,64.12,18.4,119.0,98.3,21.0,1.74,0.3902
5.86,11.68,1.2,7.0,50.9,105.87,30.2,8.99,0.38,125.0,9.01,4.9,29.66,23.9,2.08,54.2,218.0,125.0,2.02,0.2237,65.07,17.7,142.0,84.1,57.7,1.53,4.34
7.98,7.93,0.94,34.0,150.0,-7.13,339.0,20.6,0.75,214.0,21.2,8.5,315.41,65.7,3.1,10.73,420.0,214.0,110.0,17.8,50.56,90.4,212.0,190.0,22.9,4.27,16.0
6.15,95.62,3.71,18.0,42.1,36.04,7.36,0.4714,0.05,16.3,0.5045,1.66,19.21,2.69,0.39,56.57,25.9,16.3,3.51,0.742,53.25,1.71,13.8,11.7,2.14,0.25,0.3303
5.2,28.68,1.4,24.0,36.9,84.84,121.0,1.99,0.14,54.5,1.85,3.71,-19.64,10.4,1.47,11.21,115.0,54.5,26.3,3.83,69.63,1.65,79.7,48.4,31.3,0.23,0.9658
6.5,13.04,0.95,47.0,34.6,-8.42,19.8,2.66,0.37,23.5,3.05,6.87,-42.44,18.7,2.89,32.28,56.7,23.5,25.0,0.8529,21.58,15.7,12.2,9.96,2.28,2.42,2.42
11.2,17.46,1.83,16.0,41.8,22.52,42.6,2.36,0.48,56.1,2.9,6.12,44.5,10.2,2.36,23.34,79.7,56.1,11.7,0.84,64.73,14.3,51.6,47.8,3.75,3.31,2.08
7.15,42.82,1.66,29.0,30.4,2.45,28.9,0.5711,0.13,27.6,0.6517,4.3,-50.4,4.46,1.05,26.48,32.4,27.6,3.22,0.3506,42.94,9.33,13.9,13.8,0.0626,2.2,0.5321
8.74,21.36,1.44,14.0,113.0,13.47,13.2,5.21,0.31,26.6,5.18,6.09,-74.25,34.4,2.64,69.53,99.3,26.6,1.01,7.79,11.42,32.8,11.3,4.43,6.9,2.52,4.0
2.96,-2.84,1.1,56.0,17.0,-4.04,5.97,-0.0639,-0.78,17.0,-4.25,2.69,-764.66,-0.7939,-0.14,83.02,60.0,17.0,0.3515,1.07,74.04,9.87,44.4,40.0,4.44,1.72,-4.5
4.77,31.56,2.0,8.0,115.0,13.75,38.7,4.34,0.11,50.5,4.43,2.39,-5.93,18.7,0.63,13.01,206.0,50.5,41.8,10.0,59.88,11.1,124.0,57.9,65.6,0.38,3.35
11.98,7.39,1.74,34.0,53.5,-67.51,13.5,8.36,1.22,14.8,8.35,6.87,350.63,10.3,2.3,17.89,34.4,14.8,2.15,0.9656,8.51,15.0,2.93,2.75,0.176,3.36,5.44
10.39,17.71,1.28,14.0,355.0,-23.92,92.8,20.5,0.44,218.0,20.7,8.14,49.22,119.0,3.48,25.66,378.0,218.0,24.9,11.3,20.0,114.0,75.6,72.7,2.85,3.32,15.1
8.95,36.76,1.46,7.0,60.3,-38.89,8.99,1.78,0.18,80.2,1.85,6.13,-81.24,22.0,3.27,30.97,119.0,80.2,5.33,0.00277,64.12,9.03,76.5,41.4,35.1,1.34,1.23
11.59,17.18,1.51,7.0,98.5,10.79,12.7,7.43,0.51,53.7,7.44,7.66,3.94,39.8,3.55,65.93,205.0,53.7,9.32,2.66,57.01,17.1,117.0,71.7,45.4,1.52,5.68
10.61,34.27,1.92,14.0,62.5,-33.41,25.5,2.37,0.23,48.4,2.36,5.53,-21.37,9.8,1.23,26.67,61.7,48.4,7.62,1.71,20.75,23.8,12.8,12.7,0.1542,3.0,1.85
9.47,6.22,1.2,7.0,76.3,31.18,25.2,12.3,1.14,63.7,12.3,7.91,-42.35,41.8,5.18,56.31,80.3,63.7,0.3993,2.3,19.46,2.84,15.6,13.2,2.44,0.35,9.2
5.08,13.86,0.9,9.0,231.0,14.17,270.0,17.9,0.27,138.0,18.1,5.62,-14.84,45.9,1.01,6.6,570.0,138.0,248.0,1.06,40.98,32.3,234.0,121.0,113.0,0.71,12.5
8.64,12.87,1.5,19.0,124.0,22.35,18.2,11.5,0.5,43.1,11.5,5.77,40.09,31.4,1.94,52.04,257.0,43.1,47.6,0.2967,63.37,40.5,163.0,90.0,72.9,2.5,8.17
4.86,14.39,1.85,9.0,26.2,8.32,16.1,1.54,0.25,7.32,1.51,2.62,31.91,-6.13,-1.14,24.56,33.9,7.32,15.4,1.64,52.07,13.8,17.6,12.5,5.15,2.57,1.36
17.91,17.67,2.62,22.0,68.7,1.23,9.71,3.78,0.76,14.2,3.85,6.84,1116.9,-3.79,-0.86,69.62,46.6,14.2,6.12,1.62,30.74,28.9,14.3,12.5,1.86,6.56,3.35
13.18,-41.63,6.28,18.0,18.3,-16.1,0.1745,-0.2951,-0.24,4.41,-0.2935,2.1,-394.96,1.22,0.87,61.09,5.01,4.41,0.181,0.000453,35.06,0.006809999999999999,1.76,1.75,0.00165,0.0,-0.3304
14.11,18.1,1.52,7.0,132.0,2.02,57.8,9.12,0.58,158.0,9.12,9.29,89.04,44.2,3.89,28.29,321.0,158.0,10.9,0.9342,65.5,40.9,210.0,145.0,65.2,3.61,6.64
9.84,19.29,1.66,23.0,38.4,-0.9,17.7,2.68,0.38,13.1,2.8,5.91,12.95,13.8,2.51,17.79,45.1,13.1,9.99,3.13,21.14,3.44,9.54,6.88,2.66,0.62,2.11
3.43,-3.07,1.4,50.0,33.8,-44.58,23.7,-8.11,-0.84,77.1,-8.22,2.45,-587.81,-1.65,-0.17,29.14,148.0,77.1,13.4,7.87,81.78,15.1,121.0,95.1,25.9,1.53,-8.28
4.05,531.76,1.95,41.0,33.7,-38.77,0.8513,0.0662,0.01,4.54,0.0338,2.07,-88.83,-0.4409,-0.05,46.86,19.0,4.54,0.2599,0.00636,9.13,8.91,1.74,1.66,0.0793,1.07,0.0476
2.01,-27.38,2.3,18.0,35.1,39.84,51.1,-0.7608,-0.06,51.2,-0.6348,0.87,63.03,-5.98,-0.31,4.52,92.3,51.2,14.7,4.18,76.15,3.47,70.3,59.6,10.7,0.18,-1.07
2.06,-18.37,1.24,56.0,15.6,38.35,29.1,-1.14,-0.08,36.0,-0.8608,1.66,23.41,-4.08,-0.32,14.68,73.7,36.0,4.3,3.63,71.13,10.4,52.5,34.8,17.7,0.81,-1.08
7.36,18.77,1.03,47.0,106.0,21.89,198.0,16.6,0.29,494.0,16.9,7.15,54.3,97.1,2.51,20.12,771.0,494.0,19.5,5.36,60.9,118.0,469.0,317.0,153.0,3.04,11.4
4.24,10.22,0.65,7.0,64.6,-16.11,79.5,9.36,0.31,910.0,12.8,6.53,191.02,74.7,2.62,33.72,997.0,910.0,2.75,0.0261,80.75,83.1,805.0,566.0,239.0,2.91,8.87
5.48,15.13,0.95,7.0,61.3,87.37,13.6,3.47,0.27,108.0,3.6,5.8,52.03,23.5,2.1,64.52,135.0,108.0,1.35,0.2991,49.76,28.1,67.1,26.8,40.3,2.51,3.04
22.55,13.01,2.89,49.0,452.0,12.88,151.0,39.5,1.3,180.0,39.5,7.81,52.18,99.4,3.56,42.68,364.0,180.0,128.0,11.8,43.37,62.2,158.0,130.0,27.5,2.48,32.6
20.02,44.56,3.51,51.0,51.9,21.13,15.8,1.25,0.34,23.0,1.26,5.71,-19.75,4.37,1.52,45.32,34.4,23.0,3.38,0.6182,50.55,8.21,17.4,17.1,0.2685,2.86,0.9655
4.39,85.73,1.43,23.0,46.2,3.28,29.9,0.6727,0.04,17.0,0.6973,3.07,-12.65,9.62,0.91,12.18,61.0,17.0,19.0,13.1,41.39,7.68,25.3,22.5,2.78,0.73,0.4046
13.16,15.44,3.03,7.0,322.0,17.16,85.7,37.4,0.64,359.0,37.7,4.34,46.86,92.2,2.74,49.76,789.0,359.0,12.7,0.3145,72.97,0.389,576.0,334.0,242.0,0.01,21.5
3.8,29.86,1.6,22.0,95.3,-12.03,81.0,3.62,0.1,76.0,4.22,2.37,-7.91,16.4,0.64,26.03,120.0,76.0,33.8,4.59,46.22,7.79,55.3,49.8,5.44,0.31,2.43
3.7,6.8,0.96,7.0,32.0,51.17,40.1,4.8,0.41,211.0,4.8,3.84,111.02,19.4,2.24,20.75,219.0,211.0,1.34,0.0324,84.69,2.01,186.0,108.0,77.5,0.23,3.53
3.25,-659.37,1.52,50.0,26.1,19.0,8.32,-7.63,0.0,25.9,0.0185,2.14,-105.88,9.9,0.81,19.59,58.8,25.9,10.2,2.88,54.95,7.9,32.3,23.8,8.52,0.64,-0.0454
5.47,23.48,1.85,50.0,65.2,35.19,112.0,5.16,0.17,109.0,5.18,2.96,23.92,8.93,0.42,12.72,184.0,109.0,54.4,5.44,62.41,31.2,115.0,94.5,20.6,1.48,3.68
11.98,6.33,1.33,60.0,41.2,17.4,23.1,6.56,1.42,12.1,6.59,8.99,67.53,19.7,5.73,41.93,47.9,12.1,13.6,2.2,29.68,4.5,14.2,9.33,4.88,1.31,4.88
18.76,57.63,23.59,22.0,22.8,243.48,2.9,0.1068,0.24,1.33,0.5102,0.8,248.2,-1.01,-0.83,38.37,4.39,1.33,1.41,0.5122,67.21,0.515,2.95,1.98,0.9679,0.42,0.2973
8.15,21.98,3.73,44.0,200.0,32.55,85.8,13.8,0.28,86.0,13.7,2.18,54.16,26.9,0.89,34.39,193.0,86.0,51.1,22.5,53.52,6.72,103.0,83.6,19.6,0.22,8.38
8.29,9.88,1.52,9.0,365.0,8.65,6.0,28.3,0.63,8.84,28.3,5.46,-3.02,112.0,2.55,52.88,313.0,8.84,31.5,0.307,21.7,40.5,67.9,55.3,12.6,0.92,27.7
5.47,25.61,2.32,7.0,102.0,29.36,90.6,15.6,0.16,419.0,15.6,2.36,272.42,31.7,0.62,31.18,540.0,419.0,1.81,0.757,77.61,16.7,419.0,301.0,118.0,0.72,8.14
4.53,16.63,0.82,6.0,43.6,10.87,71.7,3.08,0.2,50.7,3.13,5.54,-4.12,19.1,1.86,8.45,89.0,50.7,24.4,3.33,32.24,23.9,28.7,22.5,6.19,2.32,2.1
14.11,44.53,2.2,15.0,58.8,47.13,89.5,2.82,0.24,110.0,2.88,6.41,320.13,6.86,1.32,13.2,148.0,110.0,16.7,3.57,68.4,21.2,101.0,89.1,11.9,4.07,1.24
5.82,49.08,30.84,60.0,20.3,208.46,3.41,0.298,0.09,1.58,0.3103,0.19,5474.97,-6.25,-1.79,17.72,5.31,1.58,1.67,0.8584,87.43,3.05,4.64,0.5804,4.06,0.87,0.3104
10.39,117.44,3.09,51.0,19.9,-43.44,6.15,0.3414,0.07,6.5,0.3948,3.36,-58.32,1.06,0.26,17.41,18.2,6.5,1.3,0.3742,22.06,7.63,4.02,3.47,0.5486,1.9,0.2669
11.85,12.73,2.91,8.0,41.2,100.25,30.9,8.16,0.7,29.3,8.16,4.07,90.4,19.5,1.89,29.89,83.6,29.3,24.3,6.27,48.71,13.3,40.7,29.1,11.7,1.29,7.2
9.26,-7.38,0.92,47.0,90.1,-14.38,106.0,-8.0,-0.94,67.6,-8.01,10.11,-424.52,9.18,0.71,39.95,212.0,67.6,18.0,1.07,36.42,102.0,77.3,72.0,5.26,7.88,-12.2
4.29,29.51,1.39,7.0,31.8,-2.33,22.0,3.14,0.11,279.0,3.15,3.08,4308.61,11.1,1.49,28.35,329.0,279.0,0.4627,0.0933,88.08,3.28,290.0,143.0,147.0,0.44,0.8078
4.01,8.6,1.09,7.0,34.2,13.23,35.4,4.33,0.35,130.0,4.33,3.7,-9.11,20.2,2.37,30.11,179.0,130.0,8.26,0.0305,75.67,0.8592,136.0,37.9,97.6,0.1,2.98
10.33,-18.99,1.32,31.0,84.9,-24.08,118.0,-12.7,-0.41,278.0,-7.63,7.8,-208.35,6.24,0.44,2.82,439.0,278.0,100.0,18.5,63.3,80.6,278.0,240.0,38.1,5.7,-5.77
7.55,39.97,1.43,6.0,45.8,23.6,127.0,0.9576,0.14,226.0,1.24,5.3,-62.58,15.1,2.49,12.29,259.0,226.0,17.3,5.24,81.21,8.12,210.0,184.0,26.1,1.34,0.8595
4.47,106.57,1.09,59.0,48.2,44.18,74.7,1.07,0.03,103.0,1.17,4.09,-86.54,16.1,1.08,8.7,128.0,103.0,5.05,4.21,51.81,29.0,66.3,56.5,9.74,1.95,0.4683
5.17,9.01,1.88,11.0,379.0,18.58,808.0,59.6,0.43,233.0,59.4,2.75,13.63,125.0,1.16,20.77,422.0,233.0,118.0,3.84,28.95,6.16,122.0,121.0,1.43,0.06,46.6
9.7,614.1,4.23,29.0,14.8,12.86,10.1,0.0354,0.01,4.15,0.0348,2.29,-93.28,-0.1673,-0.08,6.66,7.25,4.15,0.3226,0.0376,35.01,2.12,2.54,2.03,0.5099,1.05,0.0238
14.07,10.97,2.54,26.0,858.0,12.77,1381.0,88.3,0.96,970.0,90.6,5.53,9.35,254.0,3.99,28.93,1676.0,970.0,169.0,89.7,69.3,8.27,1162.0,858.0,304.0,0.13,61.3
2.51,30.24,1.12,36.0,44.1,-3.98,151.0,2.13,0.06,175.0,2.51,2.24,23.93,-8.65,-0.49,13.03,423.0,175.0,198.0,17.2,86.36,29.7,366.0,324.0,41.3,1.69,1.09
6.64,50.06,3.19,7.0,16.9,-43.28,5.25,0.772,0.1,15.6,0.7697,2.08,-7.62,2.6,0.74,23.89,20.5,15.6,0.3616,0.1066,59.92,0.6123,12.3,12.0,0.295,0.17,0.3499
5.26,88.92,2.25,47.0,47.2,-31.18,18.4,0.9748,0.04,49.0,1.07,2.33,-71.17,9.0,1.0,23.44,80.1,49.0,5.11,4.39,69.49,1.12,55.7,37.8,17.9,0.13,0.3985
24.98,7.01,0.93,47.0,73.4,-9.53,184.0,12.4,2.67,108.0,12.4,26.82,21.45,55.8,18.99,25.63,176.0,108.0,49.0,8.26,53.72,11.7,94.5,81.9,12.6,3.99,7.85
5.26,576.04,5.66,19.0,19.3,-3.58,0.3223,0.0507,0.01,1.81,0.0504,0.93,-88.87,-6.7,-0.94,82.39,9.08,1.81,0.186,0.232,27.18,3.85,2.47,0.7761,1.69,0.54,0.0487
18.57,11.15,1.21,47.0,28.8,13.73,113.0,5.99,1.25,54.9,5.91,15.39,-4.98,19.1,11.99,23.05,219.0,54.9,112.0,22.7,75.4,2.98,165.0,148.0,16.9,1.87,1.99
4.65,-1466.89,7.86,40.0,34.3,-16.83,3.84,-0.0209,0.0,9.91,-0.0209,0.59,75.33,-8.55,-0.88,16.56,12.6,9.91,2.07,0.0936,54.27,3.74,6.82,5.94,0.8772,0.39,-0.0231
21.98,14.8,1.45,6.0,209.0,103.08,394.0,6.59,1.11,241.0,16.2,15.11,19.28,28.3,2.98,15.65,526.0,241.0,117.0,30.4,67.26,117.0,354.0,186.0,168.0,12.29,10.6
2.59,-5.21,0.69,18.0,20.1,-62.02,10.4,-3.67,-0.37,44.8,-4.2,3.78,-276.05,-0.8947,-0.09,35.27,98.3,44.8,29.3,5.59,59.33,27.8,58.3,43.5,14.9,2.69,-3.86
22.46,20.81,3.1,25.0,75.8,27.82,15.9,3.59,0.81,33.0,3.6,7.24,186.01,13.2,3.91,72.12,45.0,33.0,6.6,1.41,41.36,8.41,18.6,18.0,0.5482,2.49,2.73
11.63,13.72,2.22,50.0,474.0,1.76,63.9,29.2,0.64,121.0,29.3,5.24,9.09,96.8,2.37,47.35,296.0,121.0,87.4,27.1,27.86,70.8,82.5,39.6,42.9,1.74,25.9
