最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润
8.41,18.16,1.24,10.0,25.8,8.15,5.45,1.98,0.35,6.53,1.97,6.8,73.86,4.47,1.2,50.64,46.9,6.53,22.6,13.0,32.84,16.5,15.4,7.12,8.26,4.43,1.29
5.6,670.7,1.78,39.0,48.9,-33.14,3.3,-0.3552,0.01,29.7,-0.3948,3.14,-95.15,16.3,1.85,31.3,38.4,29.7,6.06,0.8673,15.14,0.2932,5.82,5.52,0.2945,0.03,0.0551
5.61,8.74,1.21,27.0,85.1,21.01,107.0,8.12,0.48,112.0,8.26,4.64,20.98,29.2,1.92,10.78,175.0,112.0,51.1,6.1,57.47,25.2,101.0,96.4,4.26,1.66,7.32
5.32,12.53,2.51,35.0,36.9,5.35,31.1,3.17,0.32,19.3,3.21,2.12,1.79,6.28,0.76,17.38,32.6,19.3,2.74,0.7963,45.12,3.38,14.7,14.4,0.2608,0.41,2.64
13.93,78.8,6.91,21.0,327.0,43.04,58.2,6.69,0.13,52.4,6.66,2.02,68.18,17.5,0.56,46.34,151.0,52.4,24.1,1.58,54.31,13.8,82.2,59.3,22.9,0.44,4.14
5.0,-28.37,1.29,50.0,20.8,15.61,29.3,-0.8615,-0.13,29.0,-0.8557,3.87,-165.27,3.78,0.81,13.94,52.1,29.0,7.11,2.13,64.04,8.29,33.3,24.1,9.27,1.77,-0.6191
6.92,64.94,1.37,13.0,23.6,40.98,14.5,0.8336,0.08,24.1,0.8484,5.04,44.29,6.05,1.15,23.66,44.7,24.1,9.1,4.06,37.24,15.0,16.7,14.8,1.84,2.86,0.4191
7.07,23.36,2.39,53.0,89.3,6.24,51.1,3.56,0.23,79.8,3.65,2.96,7.66,16.9,1.26,15.06,84.7,79.8,0.5791,0.00865,51.74,16.7,43.8,33.8,10.1,1.25,3.04
10.84,10.1,0.85,6.0,49.9,-0.36,107.0,8.88,0.8,80.8,8.91,12.76,-19.2,38.6,6.16,19.26,154.0,80.8,29.7,3.96,40.55,26.9,62.3,53.6,8.77,4.3,5.04
30.63,48.45,4.95,50.0,185.0,30.84,17.1,3.14,0.47,30.7,3.14,6.19,35.07,23.6,3.89,29.93,54.1,30.7,1.96,4.08,30.37,6.19,16.4,8.59,7.82,1.02,2.88
13.63,21.28,3.43,26.0,254.0,14.96,82.7,12.4,0.48,95.8,12.4,3.97,4.53,42.8,2.01,27.94,136.0,95.8,27.7,5.04,37.91,17.0,51.6,47.7,3.95,0.83,10.2
11.56,10.27,1.45,16.0,128.0,26.49,78.8,10.6,0.84,154.0,10.6,7.96,10.07,52.2,4.69,17.14,184.0,154.0,15.8,2.63,50.39,18.5,92.8,89.0,3.81,1.66,9.39
4.38,-35.53,3.8,42.0,32.7,16.24,6.0,-0.7193,-0.09,12.8,-0.6906,1.15,-143.13,-8.53,-1.14,12.38,16.9,12.8,2.35,0.2234,49.1,8.77,8.29,8.22,0.0778,1.18,-0.6897
6.91,37.15,1.62,34.0,25.7,-14.29,9.62,1.08,0.14,11.2,1.05,4.27,-37.88,5.33,0.96,48.51,39.9,11.2,9.38,1.88,36.88,11.9,14.7,7.73,6.99,2.12,0.779
6.63,56.43,1.55,34.0,20.7,-35.44,12.6,0.7373,0.09,13.6,0.64,4.29,4.48,11.1,2.65,28.8,29.0,13.6,6.41,1.1,30.37,1.36,8.81,6.14,2.67,0.33,0.3694
10.87,44.69,2.03,50.0,46.3,40.56,53.6,0.8617,0.18,65.9,0.8773,5.36,-28.62,8.35,1.74,13.85,98.5,65.9,11.7,5.36,69.52,12.7,68.5,58.4,10.0,2.65,0.875
5.99,14.7,2.0,50.0,98.4,4.56,45.6,5.89,0.31,41.9,5.89,3.0,25.03,25.5,1.55,25.15,67.9,41.9,20.9,3.02,27.28,3.62,18.5,16.6,1.91,0.22,5.02
6.21,16.8,1.81,18.0,19.8,11.8,9.62,1.19,0.28,11.7,1.23,3.43,24.42,3.56,0.93,26.3,17.4,11.7,3.54,1.11,24.28,5.34,4.22,2.79,1.43,1.39,1.06
12.51,1127.6,9.58,30.0,17.9,14.9,0.7836,0.0242,0.01,1.86,0.0262,1.31,154.61,0.2665,0.19,37.16,2.21,1.86,0.1846,0.0632,15.13,0.00375,0.334,0.2974,0.0366,0.0,0.0119
5.32,1193.33,2.58,20.0,38.9,32.39,11.0,0.5564,0.0,27.5,0.5821,2.06,-93.14,3.46,0.47,23.72,43.5,27.5,5.1,3.21,56.47,3.36,24.6,24.1,0.46,0.46,0.0244
2.9,29.28,1.19,16.0,34.8,8.9,52.7,1.21,0.07,81.9,1.17,2.43,26.63,9.24,0.77,11.27,194.0,81.9,73.0,1.87,84.21,6.47,163.0,96.7,66.8,0.54,0.8931
8.78,9.31,1.75,16.0,50.8,42.34,183.0,12.5,0.71,210.0,12.5,5.01,52.1,23.5,1.71,10.43,288.0,210.0,36.8,5.33,74.74,29.4,215.0,197.0,18.1,2.14,9.73
3.98,14.75,1.5,16.0,38.2,15.51,66.0,2.71,0.2,107.0,2.86,2.65,20.7,14.0,1.27,7.26,138.0,107.0,10.7,0.2933,77.43,0.4003,107.0,89.1,17.6,0.04,2.23
5.82,28.33,2.3,56.0,44.0,6.41,8.6,1.25,0.15,18.6,1.26,2.53,3.56,10.1,1.19,67.86,26.1,18.6,1.69,0.5743,14.26,1.5,3.73,3.17,0.5548,0.18,1.31
4.26,14.93,1.92,27.0,65.3,10.79,33.6,4.27,0.21,26.3,4.25,2.22,27.8,17.4,1.04,22.99,57.8,26.3,18.5,2.98,35.68,0.1969,20.6,12.3,8.32,0.01,3.59
7.05,25.17,2.38,56.0,198.0,18.6,50.1,6.82,0.21,128.0,6.91,2.96,-27.32,31.9,1.02,32.84,151.0,128.0,2.48,1.43,38.11,23.7,57.6,56.8,0.7987,0.76,6.54
8.0,170.0,4.39,43.0,18.5,94.06,28.3,0.4941,0.04,28.3,0.6038,1.82,8.78,0.0477,0.02,18.37,40.2,28.3,6.24,2.54,76.35,1.63,30.7,28.7,1.95,0.71,0.0815
3.72,8.78,0.99,28.0,36.3,13.2,44.3,4.33,0.32,31.0,4.32,3.75,-26.89,13.5,1.19,14.08,64.8,31.0,26.4,1.82,32.6,16.9,21.1,13.9,7.2,1.5,3.58
6.02,7.46,1.28,34.0,36.5,22.34,57.7,5.25,0.6,39.8,5.21,4.69,37.95,11.7,1.61,17.6,73.9,39.8,29.6,2.34,51.5,14.1,38.1,37.0,1.06,1.93,4.4
3.5,79.84,6.55,39.0,24.1,-9.42,21.0,0.3159,0.03,20.8,0.3081,0.53,-69.9,-15.5,-2.18,16.52,36.2,20.8,10.0,3.09,87.89,9.74,31.8,29.2,2.62,1.37,0.2338
4.77,16.79,3.28,14.0,24.7,29.72,9.42,1.78,0.21,17.5,1.83,1.46,0.08,8.48,1.61,33.33,38.3,17.5,2.96,3.04,72.96,-6.09,27.9,25.3,2.59,-1.16,1.12
4.75,42.57,0.95,41.0,38.9,-2.84,18.6,0.6915,0.08,65.2,0.7433,4.99,-8.2,13.8,1.48,23.22,92.0,65.2,14.0,4.02,46.43,20.2,42.7,29.7,13.0,2.16,0.7817
12.33,15.95,1.61,43.0,124.0,9.11,41.0,7.33,0.58,123.0,7.38,7.64,3.02,31.5,2.77,33.13,199.0,123.0,31.9,5.27,56.15,44.9,112.0,82.2,29.3,3.95,6.59
7.17,11.95,3.69,5.0,158.0,23.89,110.0,24.7,0.45,60.2,25.4,1.95,168.59,25.1,1.14,24.34,104.0,60.2,31.8,3.76,30.5,-6.09,31.7,30.4,1.29,-0.28,9.93
3.4,-35.97,2.09,50.0,15.1,-23.74,5.36,-0.7838,-0.07,14.1,-0.7739,1.63,-281.75,1.14,0.15,22.54,23.7,14.1,2.63,0.8865,47.3,3.56,11.2,10.6,0.5816,0.46,-0.5515
4.17,-17.3,0.64,7.0,22.2,-3.72,9.13,-1.22,-0.18,42.2,-1.16,6.48,-1173.68,2.5,0.43,10.78,77.4,42.2,11.0,1.15,51.08,28.2,39.5,33.6,5.93,4.86,-1.05
6.0,6.48,1.31,28.0,153.0,17.54,161.0,23.9,0.69,118.0,24.1,4.58,31.09,69.3,2.67,25.6,301.0,118.0,166.0,8.07,59.51,15.2,179.0,151.0,28.3,0.59,18.0
5.33,41.88,2.44,50.0,38.7,5.38,14.2,1.14,0.1,14.2,1.13,2.18,-13.25,4.61,0.63,18.11,20.5,14.2,4.85,0.2258,16.14,3.09,3.31,3.13,0.1775,0.42,0.6948
8.7,11.3,1.2,49.0,55.7,7.89,78.0,9.06,0.58,105.0,9.49,7.27,24.27,26.2,2.03,27.42,250.0,105.0,113.0,11.0,56.64,52.5,142.0,98.1,43.6,4.07,7.46
8.07,10.1,1.68,53.0,207.0,17.85,185.0,18.8,0.6,266.0,18.8,4.8,10.24,88.7,3.36,19.37,304.0,266.0,8.67,1.14,57.08,1.6,174.0,169.0,4.22,0.06,15.8
8.02,27.9,1.31,44.0,19.1,1.7,101.0,0.9323,0.22,15.5,0.9286,6.14,-15.23,8.87,3.73,3.4,25.9,15.5,5.01,1.84,35.29,2.42,9.13,8.86,0.2716,1.02,0.5131
5.13,10.55,1.39,29.0,44.4,9.26,38.1,4.36,0.36,35.6,4.34,3.7,1.35,9.79,1.08,20.56,75.9,35.6,27.8,4.18,55.69,12.6,42.3,34.0,8.26,1.39,3.31
4.35,47.53,1.38,53.0,21.7,4.07,15.8,0.3772,0.07,17.1,0.4744,3.15,-46.09,4.14,0.82,18.96,27.2,17.1,5.38,1.44,38.87,6.09,10.6,9.99,0.6008,1.2,0.3476
7.62,15.93,2.72,6.0,161.0,9.89,80.4,10.5,0.36,58.9,10.6,2.8,10.64,35.0,1.6,21.22,122.0,58.9,36.1,9.0,45.11,1.15,54.9,41.3,13.6,0.05,7.85
4.57,28.07,0.95,39.0,21.7,4.33,6.12,0.9454,0.12,24.9,0.9422,4.81,-17.0,7.17,0.95,31.76,48.4,24.9,13.5,2.15,24.36,20.7,11.8,7.63,4.16,2.74,0.9235
3.71,7.16,0.86,29.0,30.3,24.06,47.5,3.69,0.39,49.2,3.68,4.32,33.7,15.1,1.85,16.91,88.8,49.2,29.4,6.56,60.22,10.4,53.5,38.3,15.2,1.28,3.17
8.85,10.43,1.65,49.0,18.4,11.56,12.4,2.59,0.64,16.0,2.6,5.37,65.48,9.99,2.76,42.24,26.2,16.0,6.42,1.37,25.8,5.18,6.76,6.6,0.164,1.43,2.3
4.89,47.0,3.66,42.0,45.8,-77.61,2.75,1.23,0.08,18.6,1.23,1.34,21.69,3.63,0.26,25.57,46.2,18.6,8.15,1.07,57.26,0.2288,26.5,19.3,7.18,0.02,1.07
17.42,38.61,3.39,41.0,40.3,-32.65,11.5,0.798,0.34,28.3,0.7945,5.14,-26.36,6.47,2.72,28.92,39.1,28.3,6.35,0.6624,66.13,2.61,25.9,22.4,3.47,1.1,0.8047
5.75,9.2,1.2,24.0,55.9,15.03,295.0,17.3,0.47,180.0,17.3,4.8,23.16,23.6,1.5,10.43,213.0,180.0,18.9,1.61,53.98,32.6,115.0,113.0,1.59,2.07,7.36
7.19,5.76,0.83,34.0,146.0,68.04,452.0,24.6,0.94,256.0,24.6,8.66,-1.69,67.1,3.12,12.93,640.0,256.0,262.0,6.94,67.24,92.8,430.0,291.0,139.0,4.32,20.1
8.14,48.36,2.59,17.0,79.3,-22.73,8.12,1.31,0.13,29.7,1.31,3.15,27.52,7.19,0.71,37.83,46.1,29.7,7.41,1.25,31.24,14.1,14.4,8.89,5.52,1.4,1.27
5.11,16.34,1.21,34.0,30.7,24.01,40.2,2.43,0.23,37.4,2.44,4.24,-57.44,10.3,1.48,21.67,61.0,37.4,2.09,1.35,44.43,11.2,27.1,17.4,9.73,1.61,1.62
5.48,61.34,1.02,34.0,20.3,-27.09,15.6,0.3627,0.07,18.4,0.3464,5.4,-25.98,9.6,2.59,27.5,38.0,18.4,9.43,3.96,46.06,5.55,17.5,15.8,1.66,1.5,0.2488
5.91,11.76,1.36,13.0,49.8,53.31,39.6,5.27,0.38,84.9,5.34,4.34,250.09,10.1,0.95,32.64,142.0,84.9,42.1,4.29,65.64,23.5,93.5,58.7,34.8,2.22,3.98
9.37,52.99,2.66,27.0,29.0,56.94,16.6,0.2915,0.13,12.7,0.3178,3.52,-44.92,5.23,1.46,35.27,30.3,12.7,6.33,1.76,53.87,3.11,16.3,10.7,5.6,0.87,0.4748
4.52,11.36,1.35,22.0,71.9,19.88,20.6,5.61,0.3,38.2,5.6,3.34,69.33,12.2,0.75,43.33,69.2,38.2,11.8,5.53,21.82,26.5,15.1,14.2,0.9001,1.64,4.83
4.79,13.35,1.49,39.0,46.1,7.06,37.1,2.72,0.27,42.6,2.72,3.22,-19.12,14.1,1.46,20.97,67.8,42.6,16.7,1.64,52.41,5.66,35.6,23.1,12.5,0.59,2.59
8.16,11.44,0.96,6.0,34.7,20.37,42.3,3.92,0.53,37.6,3.98,8.48,19.62,10.9,2.05,25.69,83.6,37.6,20.4,3.4,42.38,28.0,35.4,31.4,4.01,5.26,2.85
1.87,9.4,0.88,22.0,37.2,71.78,107.0,4.6,0.15,28.3,4.66,2.11,176.05,11.0,0.42,6.42,84.9,28.3,9.31,3.22,34.01,16.6,28.9,22.9,5.94,0.63,3.93
4.98,38.12,1.57,51.0,18.6,-4.22,15.9,0.6035,0.1,12.8,0.5792,3.18,-37.45,4.72,0.86,16.96,26.2,12.8,2.74,0.9447,33.88,7.13,8.89,8.84,0.0494,1.31,0.5346
6.4,30.62,2.39,41.0,38.6,25.93,12.2,1.21,0.16,14.7,1.21,2.67,-13.81,9.25,1.3,23.34,22.0,14.7,2.81,1.41,9.31,0.745,2.04,1.87,0.1706,0.1,1.12
4.21,223.98,3.03,51.0,15.5,-21.87,10.6,-0.0794,0.01,9.83,0.0057399999999999994,1.39,-88.19,0.2134,0.06,12.8,16.3,9.83,5.12,0.6833,65.36,0.6092,10.6,9.76,0.883,0.17,0.0519
6.7,20.56,1.25,50.0,47.2,11.24,31.6,1.96,0.24,35.6,1.96,5.37,79.87,7.52,1.07,11.77,51.2,35.6,11.8,0.9909,26.01,20.4,13.3,11.4,1.93,2.89,1.73
6.93,40.66,4.21,22.0,24.2,8.61,5.6,0.5639,0.13,5.78,0.5491,1.65,-24.7,2.22,0.62,79.51,9.29,5.78,2.34,0.2803,24.34,0.0235,2.26,2.13,0.132,0.01,0.4611
4.42,15.16,1.93,48.0,62.7,-5.12,25.0,3.59,0.22,24.0,3.6,2.29,-30.3,14.5,1.02,17.81,51.0,24.0,14.8,2.31,35.17,1.84,17.9,15.2,2.7,0.13,3.1
3.64,15.17,1.09,34.0,19.8,13.01,15.6,2.42,0.18,11.5,2.42,3.35,46.3,0.7656,0.07,22.74,44.7,11.5,30.7,1.69,20.97,22.3,9.37,8.37,1.0,2.12,1.9
13.35,3.16,1.28,5.0,83.1,20.25,268.0,68.8,3.17,149.0,68.8,10.43,59.62,88.1,5.39,27.76,265.0,149.0,95.7,5.86,35.35,58.6,93.7,88.8,4.84,3.59,51.8
10.79,17.31,1.51,13.0,35.3,20.43,15.3,1.96,0.47,32.4,2.0,7.15,12.11,8.71,2.28,33.08,48.6,32.4,8.32,1.79,42.46,13.7,20.6,19.1,1.5,3.59,1.78
6.85,-23.06,4.14,38.0,12.6,11.98,4.17,-0.4474,-0.22,7.19,-0.4491,1.65,17.71,0.1194,0.06,10.08,10.7,7.19,1.89,0.4065,68.71,0.8425,7.32,6.79,0.5256,0.42,-0.4491
4.02,96.46,2.27,56.0,32.4,234.38,4.37,0.5051,0.03,11.9,0.5523,1.77,137.38,-1.13,-0.07,52.53,31.2,11.9,0.0402,0.7792,12.92,12.4,4.03,4.02,0.0177,0.81,0.4791
7.47,-12.88,1.46,44.0,24.2,-30.47,7.74,-0.9663,-0.43,4.0,-1.3,5.13,-395.88,-2.06,-0.64,11.15,21.1,4.0,5.92,9.32,21.15,15.0,4.47,2.82,1.65,4.62,-1.41
11.1,27.56,2.7,42.0,38.5,227.38,23.8,1.95,0.3,21.3,1.93,4.12,693.23,3.45,0.62,14.08,45.4,21.3,5.87,1.37,47.34,13.6,21.5,14.5,6.99,2.46,1.67
7.14,15.05,2.18,16.0,29.6,16.87,31.9,1.77,0.36,40.1,1.77,3.27,22.52,6.9,1.65,10.22,43.7,40.1,2.36,0.5316,68.71,0.9631,30.0,29.7,0.2974,0.23,1.49
14.25,19.87,3.31,28.0,51.8,11.65,11.7,2.28,0.54,10.9,2.3,4.3,17.71,7.07,1.94,39.84,20.3,10.9,6.82,0.9376,23.04,2.5,4.69,4.28,0.406,0.69,1.96
5.47,15.95,1.57,22.0,56.1,70.25,12.8,3.76,0.26,71.2,3.73,3.48,107.23,15.6,1.22,67.37,93.5,71.2,10.9,4.21,52.24,15.3,48.8,37.0,11.8,1.2,3.29
9.14,30.14,3.36,50.0,25.8,22.1,11.4,0.9338,0.23,9.75,0.9332,2.72,16.9,2.88,1.0,20.53,17.5,9.75,5.49,0.8231,50.68,1.62,8.88,8.47,0.4065,0.56,0.6565
30.35,19.68,4.84,23.0,71.3,35.23,92.5,26.1,1.16,98.4,26.5,6.27,68.42,49.9,2.91,28.72,164.0,98.4,34.9,11.2,33.96,38.3,55.8,55.3,0.5452,2.24,19.8
5.01,267.14,1.47,30.0,45.4,6.03,29.8,0.1273,0.01,74.6,0.1603,3.42,-92.69,13.5,0.96,29.04,156.0,74.6,36.3,6.28,68.06,19.1,106.0,66.8,39.0,1.36,0.1981
1.72,-7.45,0.45,13.0,20.4,-27.85,13.6,-1.97,-0.17,39.7,-2.06,3.8,-649.87,17.4,1.46,9.12,85.2,39.7,7.89,1.37,44.48,10.3,37.9,15.4,22.5,0.87,-2.06
8.03,32.05,1.4,42.0,51.8,19.77,20.3,1.88,0.19,26.8,1.89,5.74,-27.94,14.0,1.72,26.1,63.4,26.8,4.55,3.67,26.18,24.6,16.6,16.2,0.4135,3.04,1.52
7.99,57.51,3.01,39.0,84.6,40.42,31.8,1.5,0.1,25.3,1.43,2.65,-45.07,8.81,0.76,15.05,64.3,25.3,16.2,1.15,51.91,9.87,33.4,32.5,0.8492,0.85,1.21
6.9,28.77,2.05,34.0,17.9,44.57,7.65,0.82,0.18,11.8,0.8073,3.37,54.51,1.11,0.32,26.98,31.5,11.8,13.9,1.24,61.67,6.9,19.4,12.7,6.72,2.0,0.6217
7.66,16.22,1.72,6.0,58.7,23.42,38.1,3.73,0.35,44.4,3.72,4.44,18.1,14.9,1.86,24.95,77.8,44.4,14.0,4.11,48.2,10.8,37.5,35.5,1.97,1.35,2.84
8.13,33.3,5.92,18.0,121.0,409.2,20.4,4.7,0.18,25.5,4.91,1.37,85.01,13.8,0.56,30.17,40.5,25.5,0.0293,5.63,16.12,14.8,6.52,6.52,0.00793,0.6,4.49
7.29,5.92,1.0,46.0,119.0,9.45,59.2,18.3,0.92,73.1,18.0,7.25,25.7,79.5,4.87,47.12,168.0,73.1,63.0,6.21,28.93,12.5,48.5,35.4,13.1,0.77,15.1
7.39,36.25,1.67,50.0,195.0,35.06,92.6,6.71,0.15,124.0,6.83,4.44,-6.02,17.7,0.64,19.1,379.0,124.0,141.0,13.4,59.3,77.2,225.0,123.0,102.0,2.77,4.26
3.86,25.52,1.73,43.0,36.5,35.08,23.7,1.51,0.11,28.5,1.54,2.24,31.59,12.8,1.02,30.95,72.0,28.5,23.1,2.67,57.3,2.09,41.2,35.0,6.2,0.17,1.43
1.55,25.76,1.03,41.0,52.5,27.37,98.6,2.79,0.05,89.3,2.99,1.5,-43.67,18.6,0.33,10.96,163.0,89.3,13.3,4.02,48.31,9.4,78.6,57.3,21.3,0.17,2.51
2.88,-154.26,1.29,45.0,36.1,5.54,22.8,-0.4885,-0.01,30.1,-0.4961,2.24,-117.58,4.03,0.32,13.53,60.9,30.1,14.9,2.05,48.08,10.6,29.3,25.4,3.89,0.84,-0.1759
3.64,6.54,0.88,7.0,23.1,0.9,25.9,7.62,0.42,101.0,7.62,4.15,150.74,14.1,1.82,42.72,109.0,101.0,0.1901,0.0937,64.36,8.37,70.0,49.7,20.2,1.08,3.23
6.35,-89.28,3.68,50.0,15.6,-7.5,3.04,-0.1316,-0.05,3.19,-0.131,1.73,-540.41,-1.44,-0.59,7.4,6.26,3.19,2.1,0.09,32.21,3.02,2.02,1.88,0.1371,1.23,-0.1311
5.12,26.53,1.32,16.0,43.7,14.97,61.8,1.69,0.14,83.4,1.74,3.89,75.36,8.03,0.78,11.11,105.0,83.4,18.0,1.38,61.25,20.9,64.3,64.0,0.3066,2.02,1.5
8.28,20.01,2.49,34.0,17.7,-0.38,8.57,0.7912,0.31,4.02,0.7864,3.32,-46.47,1.26,0.59,16.86,9.89,4.02,5.42,0.4027,25.67,3.5,2.54,2.42,0.1224,1.63,0.6675
7.18,40.35,2.33,50.0,20.4,27.89,8.02,0.8435,0.13,11.5,0.9873,3.09,26.51,2.37,0.41,19.25,21.8,11.5,1.05,0.468,16.41,9.62,3.58,3.57,0.012,1.66,0.7728
14.6,24.61,2.82,50.0,102.0,25.88,17.5,4.27,0.45,18.0,4.29,5.18,40.81,12.5,1.54,35.92,49.8,18.0,23.7,1.08,14.39,20.3,7.16,6.43,0.7262,2.5,3.61
4.37,17.18,2.12,30.0,34.3,28.98,25.5,2.41,0.19,23.6,2.4,2.06,12.7,6.17,0.61,19.68,39.0,23.6,7.08,2.1,42.81,4.26,16.7,16.6,0.142,0.42,1.94
6.39,17.97,1.37,16.0,28.1,46.26,21.7,1.39,0.27,47.9,1.39,4.65,21.26,13.3,2.97,12.63,62.1,47.9,1.88,1.15,66.18,0.9075,41.1,34.7,6.39,0.2,1.19
4.34,484.95,3.74,45.0,27.6,-12.81,7.34,0.0695,0.01,5.41,0.0831,1.16,31.5,0.6734,0.06,11.28,18.8,5.41,1.76,0.1184,25.15,0.9355,4.73,4.4,0.3381,0.08,0.0762
3.06,-6.31,2.36,14.0,29.8,-75.2,3.02,-6.56,-0.36,35.2,-6.32,1.3,-253.72,20.7,1.17,21.4,39.4,35.2,0.0195,0.0358,37.06,-0.1627,14.6,10.6,3.98,-0.01,-6.44
10.33,17.71,1.1,29.0,14.5,-11.48,4.08,0.8336,0.44,5.46,0.832,9.39,6.73,5.92,3.35,30.59,19.3,5.46,2.77,0.4497,14.13,6.98,2.73,2.26,0.4664,3.95,0.7731
3.49,13.27,1.73,34.0,46.8,-6.93,23.3,3.61,0.2,18.0,3.61,2.01,2.63,7.46,0.47,29.28,54.7,18.0,16.8,2.09,41.35,8.66,22.6,18.6,4.03,0.54,3.14
8.21,7.16,1.2,7.0,320.0,40.89,306.0,57.6,0.86,2011.0,57.2,6.83,33.98,157.0,3.62,32.25,2140.0,2011.0,28.8,5.76,84.89,46.7,1816.0,1442.0,374.0,1.07,37.4
3.06,33.85,0.69,7.0,16.4,-8.0,14.9,1.32,0.07,99.3,1.32,4.46,151.76,36.4,1.99,29.29,166.0,99.3,16.7,1.47,49.33,24.9,81.9,53.5,28.4,1.36,1.24
7.01,77.17,3.43,42.0,31.0,-57.36,1.87,0.4073,0.07,6.49,0.4165,2.05,-65.14,3.72,0.66,55.9,12.8,6.49,1.99,0.00549,7.25,2.4,0.9254,0.8299,0.0956,0.42,0.3863
6.04,51.81,1.45,43.0,25.7,15.28,11.6,0.6834,0.09,22.5,0.6945,4.17,4.19,0.385,0.09,19.15,40.2,22.5,12.3,2.65,48.47,12.6,19.5,13.8,5.67,2.97,0.3719
6.68,14.95,1.57,45.0,18.3,4.67,9.35,1.4,0.34,11.6,1.39,4.25,43.2,3.99,1.45,24.33,15.5,11.6,3.23,0.4351,20.09,4.24,3.11,3.06,0.0569,1.54,0.9188
22.44,161.03,2.62,41.0,61.3,56.5,21.8,0.9496,0.1,34.0,0.9475,8.56,-29.27,3.1,0.6,27.84,68.6,34.0,6.16,3.55,33.14,35.8,22.7,16.6,6.08,6.98,0.5361
5.72,23.3,1.61,41.0,113.0,33.83,32.6,6.33,0.18,84.1,6.23,3.55,-32.05,36.0,1.48,41.36,126.0,84.1,10.4,1.52,25.54,23.0,32.3,30.9,1.34,0.95,4.47
26.11,66.12,3.34,56.0,126.0,1.31,19.9,3.69,0.3,69.1,3.76,7.81,13.47,26.8,2.51,46.1,101.0,69.1,3.4,4.32,12.12,43.8,12.2,11.8,0.4504,4.11,3.16
3.16,42.23,1.48,29.0,34.9,24.59,21.0,0.9938,0.06,17.4,1.08,2.14,319.66,10.6,0.84,62.19,42.6,17.4,5.78,2.85,35.34,3.06,15.1,14.0,1.04,0.24,0.7062
7.99,40.19,2.02,59.0,96.0,21.89,96.4,2.16,0.15,18.2,2.13,3.95,-28.42,19.7,1.64,9.02,68.2,18.2,25.3,5.97,29.37,12.9,20.0,14.0,6.03,1.07,1.79
7.63,41.02,1.42,50.0,74.2,12.95,54.8,1.71,0.14,49.7,1.77,5.36,29.08,10.4,0.9,16.16,136.0,49.7,58.2,2.52,51.74,37.4,70.2,42.9,27.2,3.25,1.61
5.91,298.05,2.21,39.0,128.0,19.39,176.0,0.5827,0.01,66.8,0.311,2.68,-91.38,19.3,0.82,9.21,199.0,66.8,71.1,3.53,66.77,19.8,133.0,89.5,43.6,0.85,0.3517
7.7,19.38,2.25,13.0,40.7,5.9,12.7,1.96,0.3,22.9,1.95,3.42,-9.79,7.21,1.35,33.46,32.6,22.9,7.27,0.734,43.99,4.08,14.3,10.6,3.7,0.8,1.59
18.11,11.86,2.55,20.0,25.1,27.87,5.04,2.16,1.15,7.02,2.16,7.1,1032.43,3.24,2.34,56.14,27.0,7.02,10.4,0.3127,62.45,4.59,16.8,11.9,4.99,3.31,1.59
3.59,71.84,0.8,44.0,21.6,2.33,29.5,0.3537,0.04,35.7,0.3498,4.46,-75.43,2.72,0.38,15.06,66.8,35.7,16.3,1.59,51.65,21.8,34.5,32.1,2.43,3.01,0.2714
5.8,-40.49,2.85,41.0,40.5,-13.95,2.91,-0.8711,-0.11,8.01,-0.8694,2.03,-139.69,3.14,0.43,33.05,24.2,8.01,2.43,1.39,37.25,3.81,9.01,8.27,0.7483,0.52,-0.7947
3.12,101.25,2.98,49.0,26.6,6.1,7.0,0.2905,0.02,7.54,0.2609,1.05,-6.94,-1.81,-0.21,34.3,21.8,7.54,4.98,0.7471,58.42,0.7776,12.8,9.6,3.15,0.09,0.1977
4.92,-64.29,5.97,49.0,39.5,9.32,33.3,-1.15,-0.06,26.4,-1.18,0.82,-1.74,-7.75,-0.96,10.79,63.0,26.4,20.7,1.44,84.56,5.7,53.3,36.8,16.4,0.71,-0.4612
3.05,-0.5,11.54,13.0,13.4,112.69,119.0,-31.6,-4.56,77.9,-31.6,0.26,-4796.91,-29.1,-4.15,2.45,87.5,77.9,6.04,1.68,97.76,23.5,85.5,80.3,5.24,3.36,-31.9
3.79,69.75,1.53,34.0,20.0,12.64,18.8,0.2951,0.04,15.5,0.2876,2.48,-55.15,5.17,0.86,12.69,35.1,15.5,6.56,2.38,57.2,2.97,20.1,16.0,4.02,0.49,0.2453
6.48,27.43,2.56,22.0,22.9,-16.4,4.55,0.8978,0.18,15.7,0.861,2.54,-13.91,3.75,0.86,34.19,24.0,15.7,5.5,0.5172,53.74,2.62,12.9,11.5,1.37,0.6,0.7748
5.94,183.35,3.52,44.0,36.8,-17.31,4.23,0.1907,0.02,7.74,0.1845,1.69,-28.41,-1.27,-0.2,28.53,25.3,7.74,7.54,4.55,59.88,5.98,15.1,10.8,4.31,0.96,0.1509
